ID,微博内容
115,【不眠之夜】#深圳山体滑坡#现场开始下雨，救援的消防官兵此时仍在搜救，让我们一起期待救出被困人员的好消息！ ????????
116,【破拆作业困难】#深圳山体滑坡# 倒塌建筑受外力作用，结构已变形，整体稳定性差，加之上部覆盖大量泥土，救援人员在施救过程中不仅要对建筑构件进行破拆，也要采取加固、顶撑等措施，确保被救人员和救援人员的安全。被困人员位置越深，救援的通道也越深，救援人员的破拆量和作业量也越大。
117,#深圳山体滑坡#【视频：深圳发生山体滑坡 大楼瞬间被冲毁】12月20日11时40分，深圳一工业园附近发生山体滑坡，一段视频记录下滑坡发生时的恐怖画面，整栋楼房瞬间被冲毁，腾起阵阵浓烟，随后，几名身穿制服的民众惊慌跑出。 O网页链接????????????
118,#深圳山体滑坡#【近500名消防官兵将连夜施救】截至20日19时，广东省公安消防总队已调派广州、深圳、东莞、惠州、佛山等地共11支救援队、94辆消防车、498名官兵、44台生命探测仪、4台无人机、13条搜救犬参与救援。同时，已从深圳、广州、东莞等地调来12台大型、40台小型照明车，确保救援现场照明。
119,#深圳山体滑坡# 【注意安全】天色已晚，能见度渐低，深入滑坡现场建筑废墟侦查、施救的战友们，请你们一定要注意自身安全，做好自身防护工作，次生灾害随时可能发生。 ????????
120,#深圳山体滑坡#发生后， 国务委员、公安部长郭声琨要求，核实现场情况，立即组织公安消防、民警开展救援，要把抢救生命放在第一位，最大限度地减少伤亡，同时做好自身防护工作。公安部副部长李伟要求，广东及深圳消防部门要全力施救。 ????????
121,【深圳山体滑坡 消防官兵已搜救出7人】12月20日上午11时40分，广东省深圳市光明新区柳溪工业园附近发生山体滑坡，多人被困，18栋建筑被埋压，波及面积2万余平方米。深圳19个消防中队、194名消防官兵2条搜救犬赶到现场，己搜救出7人。广东省消防总队已调派4个救援队携生命探测仪、搜救犬赶往增援。 ????????
122,【遇难人数上升至33人】截至目前，浙江丽水里东村山体滑坡38名失联群众，已搜救出34人，其中已确认死亡33人，1人身命体征平稳，仍有4人失联。
123,#浙江丽水山体滑坡#【26人遇难 11人失联】11月13日晚，浙江丽水雅溪镇发生山体滑坡。截至11月17日10时，现场搜救出27人，其中26人死亡，1人经抢救后病情稳定，仍有11人失联。16日夜，因持续降雨，滑坡体移动加剧，为防止次生灾害发生，救援工作暂停，今天上午8点，救援工作恢复。
124,【搜救犬带伤准确定位16名被困人员】#浙江丽水山体滑坡#，38人失联。杭州消防支队6条搜救犬到场后，准确定位了16名被困人员位置。“韦德”在一片泥塘边趴下，鼻子拼命向着废墟中40厘米左右的小洞嗅闻，洞口碎玻璃、锈钉将它左前蹄划开一道长长的口子，但它带伤作业，在此处找到3名遇难者。好乖！ ????????
125,【遇难人数上升至26人】16日下午15:55分，救援人员在#浙江丽水山体滑坡#现场搜救出一名十几岁男性，确认死亡。截至目前，26人确认死亡，1人经抢救后生命体态平稳，另有11人失联。
126,【95后消防员许玉乔：任泪水、汗水、雨水肆意流淌】#浙江丽水山体滑坡#救援现场，96年出生的丽水白云消防中队战斗员许玉乔一直盼着能有生命迹象。看到救出的都是冷冰冰的遗体时，他再也掩饰不住悲伤，任泪水和汗水、雨水在满是污泥的脸上肆意流淌。 °95后消防战士许玉乔：任泪水、汗水、雨水肆意... ????????
127,【救援班长蔡超：徒手挖出被困人员】11月13日晚，浙江丽水莲都区雅溪镇山体滑坡，二十几栋房屋被埋。接到报警后，蔡超作为白云中队二班班长跟随救援队伍火速赶赴灾害现场开展救援。在长达10多个小时的持续救援中，靠着顽强作风一次次徒手挖出被困群众。°救援班长蔡超：钢铁身躯  唤起生的希望 ????????
128,#浙江丽水山体滑坡#【18人遇难 19人失联】11月15日13时05分许，现场又找到两位遇难者。截至目前，遇难人数已升至18人，19人失联，1人在医院接受治疗。心理专家已抵达灾区，进行24小时不间断心理安抚等救援活动。抢险救灾工作还在进行。
129,【国务院调查组：深圳“12??20”滑坡灾害是生产安全事故】国务院深圳光明新区“12??20”滑坡灾害调查组经调查认定，此次滑坡灾害是一起受纳场渣土堆填体的滑动，不是山体滑坡，不属于自然地质灾害，是一起生产安全事故。O国务院调查组：深圳“12??20”滑坡灾害是生产安... ????????
130,【最全防灾常识，你必须掌握】山体滑坡、地震、火灾、洪水…如果这些自然灾害突然发生在你身边，你知道该如何自救吗？最全防灾常识↓↓必须掌握，扩散！@人民日报 ????????
131,【国务院工作组赴深圳指导山体滑坡灾害处置工作】党中央、国务院高度重视，习近平总书记、李克强总理等领导同志多次作出重要指示批示。受习近平总书记和李克强总理委派，国务委员王勇代表党中央、国务院，率有关部门负责同志赶赴深圳指导救援处置工作，看望慰问受灾群众。O国务院领导
132,【深圳山体滑坡灾害失联人数上升至91人】根据现场指挥部9点发布会最新消息，深圳山体滑坡灾害失联人数上升至91人，其中59名男性，32名女性。via新华社 ????????
133,【习近平、李克强就广东深圳市恒泰裕工业园山体滑坡灾害抢险救援工作作出重要指示批示】12月20日，广东深圳市光明新区凤凰社区恒泰裕工业园发生山体滑坡，附近西气东输管道发生爆炸。截至19时，已导致22栋民宅和厂房被埋，现场塌方面积10多万平方米，造成3人受伤，另有27人失联。O网页链接 ????????
134,【国土资源部就丽水发生山体滑坡启动三级应急响应】??11月13日22时50分，浙江省丽水市莲都区雅溪镇里东村发生山体滑坡，滑坡塌方量30余万立方米，导致27户房屋被埋。国土资源部第一时间启动地质灾害三级应急响应，派专家组赶赴现场。全力以赴搜救失踪人员，不惜一切代价。????O网页链接 ????????
