序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月30日06时10分在四川省绵阳市北川羌族自治县（北纬31.9度，东经104.2度）发生3.7级地震，震源深度18千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-30 06:17,5,7,赞,国家地震台网,zz3fgdrf3
2,"
                                                                                                    #地震快讯#中国地震台网自动测定：05月30日06时10分在四川省绵阳市北川羌族自治县附近（北纬31.9度，东经104.2度）发生3.7级左右地震，最终结果以正式速报为准。（ @中国地震台网速报 ） ????????                                            ", 2013-5-30 06:12,1,评论,1,国家地震台网,zz3cW1fAu
3,"
                                                                                                    #地震科普#扩散周知，收藏有用。科普常识《地震安全手册》完整版 地址（可直接复制）O网页链接                                            ", 2013-5-28 10:47,7,1,37,专业版微博,zyM9IuntC
4,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月27日20时32分在四川省德阳市绵竹市、阿坝藏族羌族自治州茂县交界（北纬31.7度，东经104.0度）发生3.4级地震，震源深度13千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-27 20:41,9,4,2,国家地震台网,zyGC8rKU3
5,"
                                                                                                    #地震快讯#中国地震台网自动测定：05月27日20时32分在四川省绵阳市安县附近（北纬31.6度，东经104.1度）发生3.4级左右地震，最终结果以正式速报为准。（ @中国地震台网速报 ） ????????                                            ", 2013-5-27 20:34,6,评论,1,国家地震台网,zyGzru79W
6,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月26日21时01分在四川省雅安市芦山县（北纬30.3度，东经103.0度）发生4.2级地震，震源深度17千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-26 21:09,54,12,5,国家地震台网,zyxn32yRR
7,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月26日14时08分在乌兹别克斯坦（北纬40.0度，东经67.4度）发生6.2级地震，震源深度30千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-26 14:30,3,2,赞,国家地震台网,zyuL6dsLS
8,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月24日22时56分在鄂霍次克海（北纬52.2度，东经151.6度）发生6.8级地震，震源深度630千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-24 23:28,4,2,2,国家地震台网,zyfqyETah
9,"
                                                                                                    【在突发状况中受伤了怎么？如何自救和救助他人？】扩散周知，收藏有用@绝境求生手册                                            ", 2013-5-24 17:04,3,评论,5,微博 weibo.com,zycUAmO2r
10,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月24日13时44分在鄂霍次克海（北纬54.9度，东经153.3度）发生8.2级地震，震源深度600千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-24 14:24,4,2,赞,国家地震台网,zybRGn9GQ
11,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月24日05时07分在汤加以西海域（南纬20.5度，西经175.7度）发生6.6级地震，震源深度100千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-24 05:44,1,10,1,国家地震台网,zy8swAzUa
12,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月24日01时19分在汤加以南海域（南纬23.0度，西经177.1度）发生7.6级地震，震源深度150千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-24 02:13,1,评论,赞,国家地震台网,zy74WbkLj
13,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月24日01时11分在四川省雅安市芦山县、宝兴县交界（北纬30.3度，东经102.9度）发生2.9级地震，震源深度13千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-24 01:20,39,评论,赞,国家地震台网,zy6Ju9qt1
14,"
                                                                                                    #地震快讯#中国地震台网自动测定：05月24日01时11分在四川省雅安市芦山县附近（北纬30.3度，东经103.0度）发生3.5级左右地震，最终结果以正式速报为准。（ @中国地震台网速报 ） ????????                                            ", 2013-5-24 01:17,5,1,赞,国家地震台网,zy6I9pRl4
15,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月22日19时44分在西藏自治区日喀则地区仲巴县（北纬30.5度，东经84.1度）发生3.4级地震，震源深度11千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-22 20:02,转发,2,赞,国家地震台网,zxVdWh69S
16,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月22日18时00分在四川省雅安市宝兴县、芦山县交界（北纬30.3度，东经102.9度）发生3.2级地震，震源深度12千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-22 18:08,13,4,赞,国家地震台网,zxUtz8gxT
17,"
                                                                                                    #地震快讯#中国地震台网自动测定：05月22日18时00分在四川省雅安市宝兴县附近（北纬30.3度，东经102.9度）发生3.1级左右地震，最终结果以正式速报为准。（ @中国地震台网速报 ） ????????                                            ", 2013-5-22 18:02,转发,2,1,国家地震台网,zxUr6mELB
18,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月22日16时32分在青海省海西蒙古族藏族自治州、新疆维吾尔自治区巴音郭楞蒙古自治州若羌县交界（北纬38.7度，东经90.7度）发生3.0级地震，震源深度11千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-22 16:38,2,3,赞,国家地震台网,zxTTl7uCc
19,"
                                                                                                    分享自省地震局????《【四川甘孜州各县积极开展防灾减灾日宣传活动】》 -??????????????全国第五个“防灾减灾日”前后。甘孜州各县防灾减灾局立足实际，扎实开展防灾减灾宣传教育工作。??????5月10日，...????(来自 @头条博客) -??????O网页链接 ????????                                            ", 2013-5-22 16:33,5,3,1,新浪博客,zxTR9ajhc
20,"
                                                                                                    【习近平：让灾区人民早日建成美好新家园】21日晚，芦山县人武部大帐篷灯火通明，习近平在此部署下一步抗震救灾工作。                                            ", 2013-5-22 15:42,1,评论,75,360安全浏览器,zxTwsFzHJ
21,"
                                                                                                    【科学精神 照亮芦山地震灾区重建之路】5月14日，省委十届三次全会审议通过《中共四川省委关于推进芦山地震灾区科学重建跨越发展加快建设幸福美丽新家园的决定》，让规划和重建的过程成为倾听民声、集思广益的过程@四川日报O网页链接 ????????                                            ", 2013-5-22 14:35,转发,1,1,专业版微博,zxT5pv0xm
22,"
                                                                                                    【预防火灾：干粉灭火器使用方法】平时多积累，关键时顶用                                            ", 2013-5-22 14:17,4,1,赞,微博 weibo.com,zxSY83Gmy
23,"
                                                                                                    地震快讯升级了，大家快来下载！！                                            ", 2013-5-22 14:08,1,2,赞,专业版微博,zxSUdp0Nf
24,"
                                                                                                    转发微博                                            ", 2013-5-21 15:27,1,3,1,专业版微博,zxJZG8slA
25,"
                                                                                                    转发微博                                            ", 2013-5-21 15:27,1,1,赞,专业版微博,zxJZElXNz
26,"
                                                                                                    转发微博                                            ", 2013-5-21 15:26,1,评论,赞,专业版微博,zxJZCiwOO
27,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月21日13时43分在堪察加东海岸附近海域（北纬52.3度，东经160.0度）发生6.2级地震，震源深度30千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-21 14:05,转发,2,赞,国家地震台网,zxJsFyK8K
28,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月21日12时59分在堪察加东海岸附近海域（北纬52.3度，东经160.0度）发生6.0级地震，震源深度30千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-21 13:49,1,2,赞,国家地震台网,zxJmfehdJ
29,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月21日11时08分在堪察加东海岸附近海域（北纬52.4度，东经160.0度）发生6.1级地震，震源深度20千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-21 11:46,2,评论,赞,国家地震台网,zxIyd9zxa
30,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月21日11时05分在堪察加东海岸附近海域（北纬52.3度，东经160.4度）发生6.0级地震，震源深度10千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-21 11:44,1,评论,赞,国家地震台网,zxIxg4JKf
31,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月21日09时55分在堪察加东海岸附近海域（北纬52.5度，东经160.5度）发生6.5级地震，震源深度30千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-21 10:39,2,1,2,国家地震台网,zxI77hvZS
32,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月21日00时56分在青海省玉树藏族自治州治多县（北纬33.6度，东经95.0度）发生3.1级地震，震源深度8千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-21 01:04,1,评论,1,国家地震台网,zxElG51Xk
33,"
                                                                                                    【防震减灾应急用品】 防震减灾应急用品绝对是有备无患，给大家介绍常用的应急用品：1、高频哨（3000HZ） 2、折叠水桶(15L) 3、反光帽 4、防风防水火柴 5、多功能应急手电 6、保温应急毯 7、防... O网页链接 （使用新浪长微博工具发布 O网页链接） ????????                                            ", 2013-5-20 09:43,62,9,1,新浪博客,zxyjH664M
34,"
                                                                                                    【国务院常务会议】研究进一步部署四川芦山地震灾后过渡性安置并适时启动恢复重建工作，研究做好今年高校毕业生就业工作，决定进一步提高重点高校招收农村学生比例。来源：O网页链接 ????????                                            ", 2013-5-20 09:21,转发,评论,1,专业版微博,zxyaDosaI
35,"
                                                                                                    转发微博                                            ", 2013-5-20 09:02,转发,评论,1,专业版微博,zxy2Tum4J
36,"
                                                                                                    转发微博                                            ", 2013-5-20 09:01,转发,评论,3,专业版微博,zxy2R9Qqi
37,"
                                                                                                    转发微博                                            ", 2013-5-20 09:01,转发,评论,1,专业版微博,zxy2PEXo3
38,"
                                                                                                    转发微博                                            ", 2013-5-20 09:01,1,1,1,专业版微博,zxy2OsVJ0
39,"
                                                                                                    转发微博                                            ", 2013-5-20 09:00,转发,评论,1,专业版微博,zxy2n1i0n
40,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月20日02时44分在堪察加东海岸附近海域（北纬52.3度，东经160.1度）发生6.2级地震，震源深度20千米。（ @中国地震台网速报 ） ????????                                            ", 2013-5-20 03:23,转发,评论,赞,国家地震台网,zxvPmczFk
41,"
                                                                                                    #震情快讯#本周（5月13日到19日）我国地震活动特点：                                            ", 2013-5-19 23:37,9,3,17,专业版微博,zxulIsCTg
42,"
                                                                                                    非常实用，请扩散！！ //@中国国际救援队:「空中课堂，轻松掌握」生活就是：存水、存钱、存知识！分钟学习，终生享用！??这是超级实用的绳结教程，适用于所有救援人员、志愿者、户外爱好者！果断收，认真学吧！                                            ", 2013-5-19 23:28,20,1,63,专业版微博,zxuihqPls
