序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #生活百科#【5招治打嗝 速度收藏】1.喝一大口醋（红白皆可），立竿见影。2.深吸一口气，憋住，弯腰90度，缓慢呼气，重复10—15次。3.用干净的勺子把舌头压住，几分钟后打嗝会停。4.喝一大杯温水。5.抱双膝并压迫胸部。转起，留着备用！ ????????                                            ", 2013-5-31 19:21,92,10,4,享拍微博通,zzhNC2m5H
2,"
                                                                                                    【吃货们的福利来了 重庆美食攻略】火锅、小面、烧烤、美蛙鱼头、鸡杂、豆花、大排档……这份攻略篇幅实在有点大，但搜罗了主城区的美食信息，耐心看完，一定会有惊喜。还嫌不够的“好吃狗”，欢迎补充哟！@吃在重庆????　 ????????                                            ", 2013-5-31 18:38,153,17,11,享拍微博通,zzhwavsPQ
3,"
                                                                                                    #图说区县#綦江东溪不仅是幽静的古镇，还盛产辣椒，重庆城区80%的泡椒原料源自于此。你家的泡海椒可能就来自东溪哟！                                            ", 2013-5-31 17:57,21,6,赞,专业版微博,zzhfSeFmP
4,"
                                                                                                    #文化巴渝#【“开放的六月·川美创谷艺术游”明起举行】6月1日至6月16日，“开放的六月·川美创谷艺术游”将在黄桷坪艺术园区举行。16天的艺术狂欢将举行展览、服装秀等18项活动。今年展览，除毕业生创作联展，川美老教授作品展也将齐齐亮相。喜欢艺术的朋友，去转转吧！（摄影@小爱003）@重庆市旅游局 ????????                                            ", 2013-5-31 17:36,47,8,1,享拍微博通,zzh726Ujw
5,"
                                                                                                    【埋了2000多年的蛋会是啥样?】鸡鸭牛马，甚至是青蛙……在古墓中这些陶制随葬品并不少见。但你见过2000多年前的鸡蛋吗？日前，重庆市文化遗产研究院在丰都双路镇马鞍山村古墓群中，就发现了随葬的鸡蛋。不过经历了2000年，鸡蛋只残存下蛋壳。为什么古人要在墓中放鸡蛋呢？点击链接O网页链接 ????????                                            ", 2013-5-31 16:53,8,4,赞,享拍微博通,zzgPxkdJK
6,"
                                                                                                    #温馨提示#【六月最浪漫的时间表】6月13日和21日，我们光用肉眼就能看到水星！水星可是400多年前哥白尼一生都未见过的行星，极难观测。6月23日，超级月亮将美到窒息！16日和27日分别是天琴座和牧夫座流星雨，后者据说每小时上百颗，听上就很诱人有没有！如此美好的初夏夜空，你期待吗？@央视新闻 ????????                                            ", 2013-5-31 16:13,57,15,2,享拍微博通,zzgzjc9EV
7,"
                                                                                                    【解放碑力哥讲英语拉业务，有范！】有网友在解放碑发现，一名力哥和几位老外用英语交流，后来甚至还坐下和老外闲聊，那简直让人佩服得不行。因现在外国人来重庆的那么多，生意比较好做，很多力哥学起英语，都能“来两句”：古德莫宁，肯哎号扑油...点图看看常用“力哥英语”O网页链接 ????????                                            ", 2013-5-31 15:32,29,10,2,享拍微博通,zzgiF2e5V
8,"
                                                                                                    #时政播报#【“渝新俄”将开通 深圳货物经重庆到俄罗斯只需16天】随着“渝新欧”、“渝深”、“渝沪”等班列的运行，重庆物流通道越来越畅通。今年6月，重庆将正式开通“渝新俄”班列，届时，深圳的货物通过“渝深”班列经重庆发往俄罗斯，全程只需16天左右，比现在节省20天。O网页链接 ????????                                            ", 2013-5-31 14:51,39,14,5,享拍微博通,zzg22miJQ
9,"
                                                                                                    #重庆掌故#【摆摆朝天门的龙门阵】朝天门位于长江、嘉陵江交汇处，襟带两江，气势雄伟。明初戴鼎扩建重庆旧城，按九宫八卦之数造城门17座，其中规模最大的一座城门即朝天门。如今，这里是外地人到重庆的必游之地。重庆人都知道朝天门，但关于它的历史和传说，你知道吗？今天，摆摆朝天门的龙门阵。 ????????                                            ", 2013-5-31 14:13,25,9,2,享拍微博通,zzfMBh2S3
10,"
                                                                                                    #微观天下#【每天３升可乐要了他的命】３０岁的英国男子保罗·英曼对可乐痴迷到了近乎疯狂的程度。他平均每天要喝下３升可乐。就是这个“小习惯”让他付出了生命的代价。患有阿斯伯格综合征的英曼日前被发现在睡梦中去世，死因正是过量饮用液体。妈妈说，他从１０岁就离不开可乐。@新华视点 ????????                                            ", 2013-5-31 13:28,24,11,赞,享拍微博通,zzfukCCEM
