序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    转发微博                                            ", 2013-5-31 11:38,转发,评论,赞,专业版微博,zzeM2AJLv
2,"
                                                                                                    大家继续加油！！！                                            ", 2013-5-31 09:42,1,评论,赞,专业版微博,zze0Np1mh
3,"
                                                                                                    “不要躲避，不要害怕黑暗，向着太阳，你就能找到明天！”——??疯狂原始人??早安，各位！ ????????                                            ", 2013-5-31 07:27,5,2,1,iPhone客户端,zzd7Qn8yr
4,"
                                                                                                    晚安，清凉的夜，无眠的人们。                                            ", 2013-5-30 23:37,1,评论,99,媒体版微博,zza35A2Oj
5,"
                                                                                                    //@中国国际救援队: 欢迎媒体朋友和所有网友为我们提供相关信息！                                            ", 2013-5-30 15:34,1,评论,1,专业版微博,zz6T0svmy
6,"
                                                                                                    转发微博                                            ", 2013-5-30 15:33,2,评论,赞,专业版微博,zz6SQ98Si
7,"
                                                                                                    希望@中国国际救援队 及时发回现场讨论内容，共享经验。关注！！！//@中国国际救援队: 欢迎大家关注，并提出自己的意见和建议！                                            ", 2013-5-30 11:46,转发,评论,1,专业版微博,zz5oGuPIX
8,"
                                                                                                    转发微博                                            ", 2013-5-30 11:36,2,评论,赞,专业版微博,zz5kqjNjH
9,"
                                                                                                    中国地震台网正式测定：05月30日11时14分在台湾花莲县附近海域（北纬24.0度，东经121.7度）发生3.7级地震，震源深度40千米。 ????????                                            ", 2013-5-30 11:31,1,评论,赞,专业版微博,zz5iulLlk
10,"
                                                                                                    转发微博                                            ", 2013-5-30 11:18,转发,评论,6,专业版微博,zz5de97Mz
11,"
                                                                                                    首个防震减灾公共服务微信诞生啦。支持，扩散！//@云南省地震局: @中国地震台网速报@中国国际救援队@中国地震资讯@北京市地震局@地震三点通@河北省地震局@陕西省地震局@南岳防震减灾@福建省地震局@新疆地震局@内蒙古自治区地震局@银川防震减灾@地震出版社专业图书                                            ", 2013-5-30 11:18,1,评论,赞,专业版微博,zz5d8x9KN
12,"
                                                                                                    最后一期，希望大家继续关注，多多参与！                                            ", 2013-5-30 09:01,5,2,赞,专业版微博,zz4jNyMol
13,"
                                                                                                    不要把突来的灾难归咎于命运，而应把它看成了解自己、考验自己、激发自己、增进自己修炼才能的良师。灾难虽是难受的，但挫折总是短暂的。早安，各位?? ????????                                            ", 2013-5-30 07:03,4,2,赞,iPhone客户端,zz3xI1p9W
14,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月30日06时10分在四川省绵阳市北川羌族自治县（北纬31.9度，东经104.2度）发生3.7级地震，震源深度18千米。（ @中国地震台网速报 @陕西都市快报 @第一新闻 @陕西传媒网 @华商网 @陕西蓝天救援队 @陕西发布 @西部网 ） ????????                                            ", 2013-5-30 06:17,2,评论,赞,国家地震台网,zz3fgcJwt
15,"
                                                                                                    转发微博                                            ", 2013-5-30 06:13,转发,评论,11,iPhone客户端,zz3dkwC0Y
16,"
                                                                                                    转发微博                                            ", 2013-5-29 22:25,转发,评论,35,专业版微博,zz09oiBz9
17,"
                                                                                                                                                ", 2013-5-29 16:25,5,2,3,专业版微博,zyXNkD4eW
18,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月29日11时28分在内蒙古自治区呼伦贝尔市新巴尔虎右旗（北纬47.9度，东经116.3度）发生3.7级地震，震源深度6千米。（ @中国地震台网速报 @陕西都市快报 @第一新闻 @陕西传媒网 @华商网 @陕西蓝天救援队 @陕西发布 ） ????????                                            ", 2013-5-29 11:44,转发,1,赞,国家地震台网,zyVXl3ngT
19,"
                                                                                                    #地震快讯#中国地震台网正式测定：05月29日09时33分在台湾花莲县附近海域（北纬24.0度，东经122.3度）发生4.1级地震，震源深度8千米。@陕西传媒网 @第一新闻 @陕西都市快报 @华商网 @西部网 ????????                                            ", 2013-5-29 09:51,1,评论,赞,专业版微博,zyVdBvRlZ
20,"
                                                                                                    转发微博                                            ", 2013-5-29 09:38,转发,评论,8,专业版微博,zyV8bw5mY
21,"
                                                                                                    转发微博                                            ", 2013-5-29 08:56,2,1,赞,专业版微博,zyURf5s1q
22,"
                                                                                                    真正的发现路程，并非在于寻找新的陆地，而是以别样的眼光去探寻。早安，各位！                                            ", 2013-5-29 08:28,1,评论,63,iPhone客户端,zyUFCF0Ai
23,"
                                                                                                    “人见明月，还是明月照初人”，听一首歌，晚安。                                            ", 2013-5-28 23:56,转发,评论,79,专业版微博,zyRjL5CVe
