序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
1833,"
                                                                                                    【十大不可思议的自然奇观 】大自然造就的壮美景观不胜枚举，当然它们也是可以用科学可以解释的，来看看下面这十大自然奇观~会令你大开眼界！ @柚子木西班牙语组 L柚子木西班牙语组的秒拍视频 ?? ??????????#防雷指南# ????????                                            ", 7月25日 09:10,66,18,52,Weico.Android,FdYWKm3Zm,0
1834,"
                                                                                                    #气象中国#【中国气象局对全国气象部门安全生产大检查做出部署】7月19日，中国气象局办公室印发《全国气象部门安全生产大检查实施方案》（以下简称《方案》），对全国气象部门安全生产大检查工作做出部署和安排。根据《方案》，中国气象局将在7月下旬至10月底，在全国气象部门开展安全生产大检查。 ????????...展开全文c                                            ", 7月25日 09:00,转发,1,6,微博 weibo.com,FdYSvnaYv,0
1835,"
                                                                                                    #夏季台风#【台风“桑卡”将登陆越南 我国海南岛南部有大雨或暴雨】中央气象台7月25日06时继续发布台风蓝色预警：今年第8号台风“桑卡”（热带风暴级）的中心今天（25日）早晨5点钟位于海南三亚南偏西方约120公里的南海中西部海面上，就是北纬17.3度、东经109.1度，中心附近最大风力有9级（23米/秒）， ????????...展开全文c                                            ", 7月25日 08:48,转发,8,11,微博 weibo.com,FdYNB30Et,0
1836,"
                                                                                                    #象博士说早安#【被警察事业耽误的演员又来了！“李建国”这集讲什么】江苏常州新北公安分局制作《民警李建国》系列短剧第二集爆笑上线！暑假在家的小朋友，你们每天过的是不是都很快乐呢？来听李建国叔叔为你讲述居家安全知识，记住：千万别给陌生人开门哦！戳↓↓L秒拍视频 ?????? ????????                                            ", 7月25日 08:33,30,27,49,Weico.Android,FdYHqDQla,0
1837,"
                                                                                                    这个夏天，你的肤色变了吗？来说说你的色号？ ?????? #热浪来袭# ????????                                            ", 7月25日 08:03,28,74,31,Weico.Android,FdYvwdI7C,0
1838,"
                                                                                                     #防雷指南#【微直播预告：雷雨天的正确打开姿势 [推荐]】当前正值北方雨季，据中央气象台预报，从昨天开始至27日，我国北方有一次降雨过程，主要时段在25日夜间至26日，部分地区还将伴有短时强降水、雷暴大风等强对流天气。雷雨天什么样的伞不能打？雷击村真的存在吗？暑期旅游遇见雷雨天如何正 ????????...展开全文c                                            ", 7月25日 07:04,7,15,19,微博 weibo.com,FdY7jaR6q,0
1839,"
                                                                                                    #象博士说早安# 在你焦虑的时候，希望你有定力。守好自己的主业，坚持自己的信仰。人生嘛，就像果树一样，总是有大年小年的。 ????????                                            ", 7月25日 07:00,19,8,51,微博 weibo.com,FdY5G2IUV,0
1840,"
                                                                                                    你最喜欢的一部动漫作品是什么？ ?????? ??#象博士说晚安# ????????                                            ", 7月24日 23:51,8,147,32,微博 weibo.com,FdVhygjco,0
1841,"
                                                                                                    #将改革进行到底# 第八集：强军之路（下）L央视新闻的秒拍视频 ????????                                            ", 7月24日 21:37,8,4,19,iPhone 6s Plus,FdUphbQ1N,0
1842,"
                                                                                                    #热浪来袭# 暖心                                            ", 7月24日 21:25,11,23,28,iPhone 6s Plus,FdUkqmMYq,0
1843,"
                                                                                                    谁先说说，你都经历过哪些雷雨天气________？你又是如何防雷的？ #防雷指南# ????????                                            ", 7月24日 21:22,1,23,25,微博 weibo.com,FdUj4vcVu,0
1844,"
                                                                                                    #热浪来袭#【林业气象联合发布美国白蛾预警 皖苏豫等地或发生美国白蛾疫情 】7月23日，国家林业局和中国气象局联合发布美国白蛾预警信息，近期持续的高温天气加速了美国白蛾生长发育，或加重其危害，预计皖苏豫等地或发生较重美国白蛾疫情。美国白蛾是世界性检疫害虫。上世纪70年代从国外入 ????????...展开全文c                                            ", 7月24日 19:58,转发,3,10,微博 weibo.com,FdTKYyAot,0
1845,"
                                                                                                    #2017汛期#【华北等地“七下八上”的多雨模式~ 】25日至28日，西北地区东部、华北、东北地区南部、黄淮北部等地又有一次降水过程，上述部分地区有中到大雨，局地有暴雨或大暴雨。一副清凉感~~ ????????                                            ", 7月24日 19:00,7,35,29,Weico.Android,FdTnFADvR,0
1846,"
                                                                                                    当高温翻滚成为江浙沪的日常  #热浪来袭# ????????                                            ", 7月24日 16:54,335,182,177,Weico.Android,FdSyB5R1H,0
1847,"
                                                                                                    期待碰撞出的火花~                                            ", 7月24日 16:35,1,1,4,微博 weibo.com,FdSqUs1oS,0
1848,"
                                                                                                    #热浪来袭#【MY GOD，密集恐惧症要犯了!】7月19日，游客在武汉市一水上公园戏水纳凉。近日，湖北省武汉市持续高温天气，不少市民外出戏水纳凉，体验水上乐园推出的趣味活动。 中新社记者 张畅 摄 ????????                                            ", 7月24日 16:26,1,11,22,微博 weibo.com,FdSncwuVB,0
1849,"
                                                                                                    #热浪来袭#【意不意外？惊不惊喜？“大炮”水车重庆街头喷水降温】7月20日，重庆九龙坡区新华七村公路上，一辆外形酷似“大炮”的大型车辆喷出大量水雾降温。近日重庆高温天气持续，该市九龙坡区市政局工作人员将这款新型环保除尘风送式喷雾机开上街头，通过360度旋转的“炮筒”喷水除尘降温 ????????...展开全文c                                            ", 7月24日 16:20,5,26,48,微博 weibo.com,FdSkS4QZx,0
1850,"
                                                                                                    #南方强降雨#【人肉路标！男子雨中抱井盖守坑4小时 怕路人掉进去】7月20日，贵州兴义遭大暴雨，一十字路口处的井盖被大水冲开。一位热心中年男子担心路过的车辆和行人发生危险，一直在暴雨中抱着井盖守护了4个小时。直到晚上12点，交警赶到，男子才离去。为他的善举，点赞！L人肉路标!他暴雨中抱井盖守坑4小时 ?????? ????????                                            ", 7月24日 16:16,23,33,272,Weico.Android,FdSj2fU1w,0
1851,"
                                                                                                    #气象中国#【三沙设市五周年 来三沙看那片海 】2012年7月24日，海南省三沙市成为我国最南端的年轻城市，管辖西沙、中沙、南沙的岛礁及其海域，面积200多万平方公里，是我国含海域面积最大、但陆地面积最小、人口最少的地级市。三沙气候温暖、海岛迷人、渔民朴实、风光旖旎，令人向往。 ????????                                            ", 7月24日 15:46,26,18,46,微博 weibo.com,FdS6GCxOo,0
1852,"
                                                                                                    海南：严阵以待抗击第8号台风“桑卡” [台风][台风] #夏季台风# ????????                                            ", 7月24日 15:22,2,6,22,微博 weibo.com,FdRX5xKBC,0
1853,"
                                                                                                    江浙沪皖→灴烲炉烷 hōng chè lú wán [hold住][hold住][hold住] ????#热浪来袭# ????????                                            ", 7月24日 14:35,55,46,51,Weico.Android,FdRE1gW44,0
1854,"
                                                                                                    #2017汛期#【中国气象局传达贯彻汪洋同志重要批示精神 要求切实做好防汛防台风气象服务工作】从7月21日开始，今年第5号至第8号台风“组团”生成，台风进入活跃期。24日，中国气象局在全国天气会商后召开会议，传达学习贯彻国务院副总理汪洋近日关于防汛防台风工作的重要批示精神，要求加强责任落实、监 ????????...展开全文c                                            ", 7月24日 14:15,1,评论,7,微博 weibo.com,FdRvWom9o,0
1855,"
                                                                                                     #2017汛期#【华北等地将有强降雨 陕晋内蒙古谨防地质灾害】预计，7月24日至27日,西北地区东部、华北、黄淮北部、东北地区南部将有一次降雨过程，主要降雨时段在25日夜间至26日。陕西北部、内蒙古中部偏南地区、山西、北京、天津南部、河北中南部、河南北部、山东中北部、辽宁东部和南部等地的部 ????????...展开全文c                                            ", 7月24日 13:57,10,23,10,微博 weibo.com,FdRoB61LO,0
1856,"
                                                                                                    #七下八上# 【关于“七下八上”那些事儿】每年的7月下旬至8月上旬（又称“七下八上”）是我国华北、东北等北方地区的雨季，也是防汛的重点时期。为何“七下八上”期间北方降雨增多？小编给你归纳了一些要点，看完就不会“七上八下”啦 ????????                                            ", 7月24日 13:51,15,5,10,微博 weibo.com,FdRm3xjGA,0
1857,"
                                                                                                    #热浪来袭#【杭州持续40℃高温 纳凉族涌入地铁站】太热了，只想凉快凉快！2017年7月23日，杭州市气象台发布高温红色预警信号，受副热带高压控制，预计当天最高气温将达40℃左右。这是杭州连续两天发布高温红色预警。持续高温天气，在杭州一地铁站内，众多民众前来蹭空调“纳凉”，场面壮观。许康平/摄 ????????                                            ", 7月24日 13:00,19,36,30,微博 weibo.com,FdR1iFjUp,0
1858,"
                                                                                                    #热浪来袭#【国家林业局中国气象局联合发布：皖苏豫等地或发生美国白蛾疫情】 7月23日，国家林业局和中国气象局联合发布美国白蛾预警信息，近期持续的高温天气加速了美国白蛾生长发育，或加重其危害，预计皖苏豫等地或发生较重美国白蛾疫情。　　美国白蛾是世界性检疫害虫。上世纪70年代从国外入侵我 ????????...展开全文c                                            ", 7月24日 12:30,5,5,15,微博 weibo.com,FdQP8mlc3,0
1859,"
                                                                                                    #热浪来袭#【烈日下的搬砖工：装卸1块砖，挣2分钱】53岁的程启秀，是新疆喀什泽普县某砖场的一名搬砖工。为减轻子女负担，她4年前和丈夫来到新疆工作。烈日下搬砖，每块砖重约6斤多，他们一次往车上装3块，每块挣2分钱...生活不易，向辛勤劳动的人们致敬 L一手video的秒拍视频 ?????? ????????                                            ", 7月24日 12:18,11,17,98,Weico.Android,FdQKApu1L,0
1860,"
                                                                                                    #夏季台风# 【你能读懂台风预警信号吗？】白色台风预警信号是什么鬼？几号风球又是什么意思？关于台风预警信号，你需要知道这些。 ????????                                            ", 7月24日 11:30,10,6,18,微博 weibo.com,FdQqMlskx,0
1861,"
                                                                                                    #象博士聊节气#【科普：农历中的闰月是怎么回事儿？】今年的农历六月结束了，然而六月之后却不是七月，而是「闰六月」。农历中的闰月是怎么来的？有什么用？其实，闰月的产生是为了协调阴历与阳历的矛盾！所以，农历实际上是一种「阴阳合历」哟。L柴知道的秒拍视频 ?????? ????????                                            ", 7月24日 11:22,58,17,41,Weico.Android,FdQnyhLcy,0
1862,"
                                                                                                    #热浪来袭# 有一种别样的帅气！//@国资小新: 汗子！！！汉子！！！                                            ", 7月24日 11:03,2,2,29,微博 weibo.com,FdQfP3AYr,0
1863,"
                                                                                                    #砥砺奋进的五年#【气象行政审批制度改革向纵深推进】记者从中国气象局政策法规司获悉，截至2016年年底，气象部门非行政许可审批彻底终结，行政许可审批事项的实际取消和下放数量占原有审批事项的1/2以上，行政审批中介服务事项全面清理规范完毕。同时，加快推进气象行政审批标准化建设工作，积极推行 ????????...展开全文c                                            ", 7月24日 10:41,3,4,9,微博 weibo.com,FdQ7dntz7,0
1864,"
                                                                                                    #热浪来袭##夏季台风#【台风组团为何难撼高温？】近几天小编总是收到私信：地球快热爆了，完全不敢出门！台风几号到我们这儿来啊？中央气象台也是连续18天发布高温预警，历史罕见。明明海上生成了多个台风，可一个也不来解救江浙沪的暑热。个头小、强度弱，路径偏南，外围云系难以影响到长江流域。目前 ????????...展开全文c                                            ", 7月24日 10:34,9,31,19,微博 weibo.com,FdQ4mBykV,0
1865,"
                                                                                                    #热浪来袭#【辅警高温下执勤晕倒，市民合力抬起送医 】7月23日，河南南阳，20岁辅警王宏钊执勤中，因天气炎热中暑晕倒在路中央。有路人冲到身边将他扛起，最后大家合力抬起送医。L一手video的秒拍视频 ?????? ????????                                            ", 7月24日 10:06,44,49,181,Weico.Android,FdPSRiZK0,0
1866,"
                                                                                                    #夏季台风#【台风“桑卡”剑指海南 中东部高温继续发力】今年第8号台风“桑卡”（热带风暴级）的中心今8时位于海南三亚东偏南方约210公里的南海中西部海面上（17.3°N，111.2°E），中心附近最大风力8级（18米/秒），中心最低气压998百帕，七级风圈半径80公里。预计，今天白天“桑卡”仍将在南海中西部 ????????...展开全文c                                            ", 7月24日 09:36,9,17,17,微博 weibo.com,FdPGEzgEl,0
1867,"
                                                                                                    #南方强降雨#【路人镜头下的“浇”警 】从@平安泸州 的那句：“辛苦了。” 到@平安达州 的这句：“要不要拿把伞给你。” 越来越多的人关心和理解这个职业， 感谢 L秒拍视频 @四川公安 ?????? ????????                                            ", 7月24日 09:14,8,8,48,Weico.Android,FdPxIgBrh,0
1868,"
                                                                                                    #夏季台风# 海上一下来了那么多个台风，它们是如何形成的呢？跟咱们近期的高温有没有关系？ ????????                                            ", 7月24日 08:47,11,4,26,微博 weibo.com,FdPmWsOSn,0
1869,"
                                                                                                    【4分钟速览第七集《强军之路》(上)】《强军之路》以习主席亲自领导决策推动深化国防和军队改革的伟大实践为主线，系统阐释习主席改革强军战略思想，深入解读我军这一轮整体性、革命性变革的时代背景、战略考量和重大举措，生动展示我军改革重塑的全景画卷、巨大成就和崭新风貌。L央视新闻的秒拍视频 ????????                                            ", 7月24日 08:44,5,评论,14,Weico.Android,FdPloFqoG,0
1870,"
                                                                                                    #热浪来袭#【副高太强！江南江淮等地高温持续，台风也没辙 】受副热带高压影响，未来三天，西北地区东部、黄淮、四川盆地东部、江汉、江淮、江南、华南北部等地有35℃以上的高温天气，上述地区局地最高气温可超过40℃。22日数据显示，江浙沪等多地超过40℃，高温影响面积约184万平方公里，较前一 ????????...展开全文c                                            ", 7月24日 08:41,86,157,98,微博 weibo.com,FdPkbBV4X,0
1871,"
                                                                                                    #热浪来袭#【第18天，高温预警连发！江浙沪高温还要持续一周】副高强盛，台风武力，高温难消。近日，南方多地被高温炙烤，网友期盼已久的台风虽然到来却难以撼动高温格局，特别是长江中下游一带，上海、杭州、南京等省会级大城市29日前还将持续出现高温天气。特别需要注意的是，长江中下游地区 ????????...展开全文c                                            ", 7月24日 08:30,15,28,13,微博 weibo.com,FdPfLstYj,0
1872,"
                                                                                                    #夏季台风# 【第9号台风即将生成】气象专家提醒，目前西北太平洋和南海活动加强，除了已经编号的3个台风以外，在日本以南洋面和菲律宾以东洋面上，还有2个正在发育的台风“胚胎”，其中菲律宾以东洋面上的那个涡旋颇有潜力，可能将于24日夜间之后发展增强为今年的第9号台风，并影响我国。 ????????                                            ", 7月24日 08:15,14,34,25,微博 weibo.com,FdP9RzVdN,0
1873,"
                                                                                                    #夏季台风#【台风桑卡将登陆或擦过海南 华南3省遭遇强降雨】继今年第7号台风“洛克”登陆香港后，8号台风“桑卡”将于今天（24日）夜间到明天上午登陆或擦过海南沿海。受其影响，广东、广西、海南等部分地区将有大雨，局地大暴雨。对于华南一带来说，2个台风的到来有利于缓解高温干旱，但对交通、海上 ????????...展开全文c                                            ", 7月24日 08:13,5,3,11,微博 weibo.com,FdP8V66MP,0
1874,"
                                                                                                    #嗨，夏天#【上帝视角看青岛】航拍青岛平流雾，日出之时，云雾缭绕，滨海之城若隐若现，宛如人间仙境，每一帧都能截图当桌面，太震撼了！@更青岛MORE ???????? O网页链接 ?????? ????????                                            ", 7月24日 08:05,22,17,30,Weico.Android,FdP5IwzNZ,0
1875,"
                                                                                                    分享一句你觉得最实在的话_______！ #象博士说晚安# ????????                                            ", 7月23日 23:42,2,39,29,微博 weibo.com,FdLNp3YSS,0
1876,"
                                                                                                    #夏雨来了#【陕西榆林市遭暴雨袭击 小轿车直接被冲走 】7月23日下午4点半左右，暴雨袭击陕西榆林城区，榆林市红山路遭洪水袭击，小轿车直接被冲走。多条道路被冲毁，截至23日19时尚未收到人员伤亡情况。（央视记者谭海梅）L央视新闻的秒拍视频 ?????? ????????                                            ", 7月23日 21:10,48,42,25,Weico.Android,FdKO2jT0K,0
1877,"
                                                                                                    #热浪来袭# 一秒穿越啊                                            ", 7月23日 20:43,44,28,71037,iPhone 6s Plus,FdKCO8ysd,0
1878,"
                                                                                                    #夏季台风# 风四拍到的卫星云图，你能数出下图中究竟有几个台风吗 ????????                                            ", 7月23日 18:27,9,38,40,iPhone 6s Plus,FdJJOprua,0
1879,"
                                                                                                    #夏季台风# 【今年首个台风活跃期 6涡旋共舞】从7月21日凌晨至22日下午，在短短34个小时内，今年第5、6、7、8号台风相继生成。其中第5号台风“奥鹿”和第6号台风“玫瑰”对我国无影响。　　另外，在菲律宾以东洋面及日本以南洋面还有两个台风“胚胎”正在发育，其中菲律宾以东的涡旋未来对我国有潜在 ????????...展开全文c                                            ", 7月23日 14:32,4,13,15,iPhone 6s Plus,FdIc9AE5j,0
1880,"
                                                                                                    #夏季台风# 【两台风均为“优质台风”】张玲认为，“洛克”和第8号台风均为“优质台风”。所谓“优质台风”，是指台风强度不强，能够带来一些降水，缓解此前高温或干旱的情况。　　这些特质“洛克”和第8号台都符合。“两个台风都是热带风暴级，从风级上看，致灾性并不强。”张玲说。　　不过，即 ????????...展开全文c                                            ", 7月23日 14:31,8,13,22,iPhone 6s Plus,FdIbOk4iz,0
1881,"
                                                                                                    #夏季台风# 【“洛克”和第8号台风现双台风效应】第7号台风“洛克”和第8号台风是今年影响我国的首个双台风，从7月22日起，它们逐渐“携手”，直扑广东、海南。　　几乎23日一整日，“洛克”和第8号台风都将保持600公里的距离。当两个台风中心距离在1500公里以内时，它们将产生互旋、互斥或者互相吞 ????????...展开全文c                                            ", 7月23日 14:29,转发,4,14,iPhone 6s Plus,FdIbfa2Ga,0
1882,"
                                                                                                    #夏季台风# 【“洛克”已登陆香港 海南广东有暴雨】近两天，南海上空接连生成两个热带低压。位于南海东北部海域的热带低压于22日上午生成，下午加强为今年7号台风“洛克”。台风“洛克”（热带风暴级）的中心今天上午9点50分在香港东北部沿海登陆，登陆时中心附近最大风力有8级（20米/秒），中心最低气 ????????...展开全文c                                            ", 7月23日 12:02,3,13,24,iPhone 6s Plus,FdHdzlOmH,0
1883,"
                                                                                                    夏天尤其要注意安全                                            ", 7月23日 11:59,3,4,277,iPhone 6s Plus,FdHcria57,0
1884,"
                                                                                                    回复@下一秒一定要遇见你:亲们都在盼望能北上江浙沪降温的台风吧，关键是，包邮它也来不了，高温太坚挺了#夏季台风#//@下一秒一定要遇见你:我希望有影响                                            ", 7月23日 10:09,6,12,18,iPhone 6s Plus,FdGto0wpB,0
1885,"
                                                                                                    #热浪来袭# 【南方高烧不退 中央气象台连续发布高温预警17天】目前，已进入“三伏天”的中伏，南方的高温愈演愈烈，多地最高气温达40℃，局地突破历史极值。今天，中央气象台连续第17天发布高温预警。预计，未来一周，重庆、黄淮到江南一带，大范围的高温天气仍会持续。童鞋们，挺住啊 ????????...展开全文c                                            ", 7月23日 08:51,18,41,30,iPhone 6s Plus,FdFY0cxHP,0
1886,"
                                                                                                    #四台共舞# 【双台风将影响我国：“洛克”即将登陆广东 海南广东有暴雨】昨天下午和今天早晨，南海上空接连生成两个热带低压。位于南海东北部海域的热带低压于22日上午生成，下午加强为今年7号台风“洛克”。台风“洛克”（热带风暴级）的中心今天（23日）早晨5时位于广东深圳东偏南方约160公里的广东 ????????...展开全文c                                            ", 7月23日 08:49,14,16,18,iPhone 6s Plus,FdFWWBPiZ,0
1887,"
                                                                                                    #夏季台风# 【今年第6号台风“玫瑰”将继续向西偏北方向移动 不影响我国】今年第6号台风“玫瑰”（热带风暴级）的中心今天早晨5点钟位于日本东京偏东方约2665公里的西北太平洋洋面上，就是北纬30.5度、东经167.7度，中心附近最大风力8级（20米/秒），中心最低气压1000百帕，七级风圈半径260-300公里。 ????????...展开全文c                                            ", 7月23日 08:45,11,2,17,iPhone 6s Plus,FdFVA4PW7,0
1888,"
                                                                                                    #夏季台风# 【台风“奥鹿”未来对我国无影响】今年第5号台风“奥鹿”（热带风暴级）的中心今天（23日）早晨5点钟位于日本东京东偏南方约1410公里的西北太平洋洋面上，就是北纬28.1度、东经151.7度，中心附近最大风力有9级（23米/秒），中心最低气压为992百帕，七级风圈半径220-250公里。　　预计，“ ????????...展开全文c                                            ", 7月23日 08:44,15,15,18,iPhone 6s Plus,FdFV25HRJ,0
1889,"
                                                                                                    #将改革进行到底# 第六集：守住绿水青山L央视新闻的秒拍视频 ????????                                            ", 7月23日 08:42,5,2,18,iPhone 6s Plus,FdFU73xTK,0
1890,"
                                                                                                    还记得你小时候的梦想吗？ #象博士说晚安# ????????                                            ", 7月22日 23:46,8,69,39,微博 weibo.com,FdCowEMnV,0
1891,"
                                                                                                    美美哒                                            ", 7月22日 19:21,1,1,3,iPhone 6s Plus,FdAF6B6Jw,0
1892,"
                                                                                                    #夏季台风#【中国气象局应急办】接广东省局报，7月22日17时广东省气象局启动气象灾害台风Ⅲ级应急响应。 ????????                                            ", 7月22日 19:08,3,10,20,Weico.Android,FdAzLEkO1,
1893,"
                                                                                                    #象博士聊节气#【那些关于大暑的诗词】①大暑三秋近，林钟九夏移。桂轮开子夜，萤火照空时。—唐??元稹《咏廿四气诗??大暑六月中》 ②时暑不出门，亦无宾客至。静室深下帘，小庭新扫地。 —唐??白居易《销夏》 ③老柳蜩螗噪，荒庭熠燿流。人情正苦暑，物怎已惊秋。—宋??司马光《六月十八日夜大暑》                                            ", 7月22日 15:28,4,3,27,Weico.Android,Fdz8zvzar,0
1894,"
                                                                                                     #夏季台风#【注意！南海热带低压将给广东海南等地带来较强风雨 】昨天下午和今天早晨，南海有两个热带低压生成，并将于明后两天给广东、海南等地带来较强风雨。位于南海中部的热带低压于昨天下午生成，今天11时其中心位于海南省琼海市东南方向245公里的海面上，中心附近最大风力7级（15米/秒） ????????...展开全文c                                            ", 7月22日 14:08,9,21,33,Weico.Android,FdyCaqVkz,0
1895,"
                                                                                                    一万种绿的宜昌  #嗨，夏天#（亚庆 投稿） ????????                                            ", 7月22日 11:29,10,8,54,Weico.Android,FdxzFhK8h,0
1896,"
                                                                                                    //@聚宜春:明明可以字幕代替，偏要派个帅哥或者美女念一遍。这告诉我们，作文写得好不好不重要，关键还是看脸????#气象人的日常#                                            ", 7月22日 10:36,1,5,38,Weico.Android,FdxeaDrn5,0
1897,"
                                                                                                    #夏雨来了# 刘在石。金钟国。李光洙。天气预报这一段简直笑晕过去。来重温下这三只调皮宝宝的搞笑画面 L秒拍视频 ??????周末愉快！ ?????? ????????                                            ", 7月22日 10:33,66,35,180,Weico.Android,FdxcRFHOD,0
1898,"
                                                                                                    给交警蜀黍点赞！多提醒一句，南方的高温天气还会持续并加强，老人、小孩以及体质较弱人群建议避开高温时段出行，或者就尽量不出行。 #热浪来袭#                                            ", 7月22日 09:37,5,5,11885,Weico.Android,FdwQ7yL7F,0
1899,"
                                                                                                    #象博士说早安#【4分钟速览第五集《延续中华文脉》】本集突出了本轮文化改革的重中之重——建立健全把社会效益放在首位、确保“两个效益”相统一的体制机制，推动媒体融合发展、建立健全在互联网时代坚持正确舆论导向的体制机制。传统文化、时代精神，复兴之魂，深植其中。O网页链接 ?????? ????????                                            ", 7月22日 08:57,5,1,14,Weico.Android,FdwzVs8p8,0
1900,"
                                                                                                    今日大暑。大暑三候：腐草为萤，土润溽暑，大雨行时。红色区域的朋友都好吗？一大早就30多度  #热浪来袭# ?????? ????????                                            ", 7月22日 08:23,13,44,35,Weico.Android,FdwlS4pkj,0
1901,"
                                                                                                    #象博士聊节气#【二十四节气系列创意动画之：大暑】大暑时节有多热？L气象知识的秒拍视频 @气象知识  ????????                                            ", 7月22日 08:13,45,12,37,Weico.Android,FdwhZwvHk,0
1902,"
                                                                                                    嗯。很美很日晕！                                            ", 7月22日 08:11,2,7,2,Weico.Android,Fdwh82gw2,0
1903,"
                                                                                                    #象博士聊节气# 【今日大暑，热热热持续！[阳光]】7月22日23时15分，大暑至。此时，太阳到达黄经120°。①“小暑连大暑，热得无处躲”，今年大暑为中伏第一天，温度高易中暑；②该时节，饮食要多咸少甜，不宜过多进补；③做好防暑工作，心态平和，睡眠充足。热热热！我们和高温之间差点什么_______？ ????????                                            ", 7月22日 07:57,34,21,27,微博 weibo.com,Fdwbkq3dW,0
1904,"
                                                                                                    斗胆一问：你眼中的气象人是啥样的？ #象博士说晚安# ????????                                            ", 7月21日 23:46,8,64,38,微博 weibo.com,FdsY2abSG,0
1905,"
                                                                                                    小可爱们：高温橙色预警。今晚的新闻联播天气预报，大家都看了吗？ #热浪来袭# ????????                                            ", 7月21日 20:27,21,45,60,Weico.Android,FdrFnxmVi,0
1906,"
                                                                                                    #嗨，夏天#【70岁北京大爷每天跑10公里，这辈子没用过空调电扇手机 】北京朝阳区70岁的种大爷，儿时父母生病对他产生了很大影响，从那儿以后，他每天坚持跑10公里，持续了50多年！烟酒茶牌都不沾，几十年没用过空调、电扇还有手机。L一手video的秒拍视频 ?????? ????????                                            ", 7月21日 19:19,18,24,72,Weico.Android,FdrdEEnG9,0
1907,"
                                                                                                    然鹅，@ 我 就会降温吗？ #热浪来袭#                                            ", 7月21日 16:58,4,19,赞,Weico.Android,FdqirfXSj,0
1908,"
                                                                                                    #2017汛期#【东北大部降雨停歇 吉林请抓紧有利时机救灾救援】7月13日以来，东北地区接连出现区域性强降雨天气，由于两次降雨过程间隔时间短，累计雨量大，受灾区域高度重合，致使吉林部分地区受灾严重。中央气象台预计，26日前，东北地区少雨，有利于吉林救灾救援活动的展开。据中央气象台监测，吉林两 ????????...展开全文c                                            ", 7月21日 16:51,3,3,7,微博 weibo.com,Fdqfznxhj,0
1909,"
                                                                                                    #回应关切# 【网友来信：地方防雷中心可否从事防雷检测收费经营服务】　　问：近期，我司在武汉市经济技术开发区（沌口）开展防雷检测服务推介，发现省防雷中心也在同一区域进行防雷检测收费服务。防雷中心是防雷检测资质的行政审批机构，文件规定审批部门不得开展与本部门行政审批相关的中介服务。 ????????...展开全文c                                            ", 7月21日 16:01,转发,3,5,微博 weibo.com,FdpVi1UjN,0
1910,"
                                                                                                    #嗨，夏天#【24节气系列创意动画-大暑】明天就是大暑，我们来了解一下大暑吧~(中国气象局宣传与科普中心) L秒拍视频 ????????                                            ", 7月21日 16:00,12,5,20,微博 weibo.com,FdpVgjlXU,0
1911,"
                                                                                                    #嗨，夏天#【服了！不会演戏的民警不是好警察！】江苏常州新北公安分局制作《民警李建国》系列短剧，人物设定暂定四人，分别是派出所教导员，民警李建国，警花黄淑芬，民警王钢蛋...均由基层一线的民警辅警出演。第一集，教你正确躲避溺水危险↓↓L秒拍视频友情提醒：喝水时请勿观看 ????????...展开全文c                                            ", 7月21日 15:59,20,25,46,微博 weibo.com,FdpUxEyHv,0
1912,"
                                                                                                    回复@勇往珠峰:据说江浙沪已经脱水为“工折户”//@勇往珠峰:额，居然木有@江苏气象 家的！说好的江浙沪包邮了？                                            ", 7月21日 14:48,6,10,16,微博 weibo.com,FdprH56xD,0
1913,"
                                                                                                    通过卫星监测，我们发现，近六年来我国空气质量有所好转，但是为何人们在日常生活中难以感受到这一变化呢？请看小编的分析。#嗨，夏天# °空气质量向好，为什么人们感觉不到？（多图多... ????????                                            ", 7月21日 14:46,14,18,15,微博 weibo.com,FdpqPfMyF,0
1914,"
                                                                                                    好热好热！ Top1@ 上海徐家汇  #热浪来袭# ????????                                            ", 7月21日 14:27,19,18,16,Weico.Android,FdpjcaVi4,0
1915,"
                                                                                                    #嗨，夏天# 小编在避暑胜地北京给南方战高温的童鞋发来慰问电 ????????                                            ", 7月21日 12:20,转发,51,50,iPhone 6s Plus,FdotDziSm,0
1916,"
                                                                                                                                                ", 7月21日 12:18,转发,13,2,Weico.Android,FdosRnY3a,0
1917,"
                                                                                                    [hold住][hold住] //@蓝色POPO:这个周末再战“红海”                                            ", 7月21日 12:03,8,7,26,Weico.Android,FdomWpuXF,0
1918,"
                                                                                                    #2017汛期#【抗洪武警官兵奋战数天 席地而睡被赞“最美睡姿” 】吉林省永吉县7月13日遭遇洪水。过后，武警吉林省总队组织千余名官兵全力开展清淤行动。在清淤现场，官兵们争分夺秒，连续几天没有睡上一个完整觉，休息就找块没有水的地方相互依靠着就睡着了。 ????????                                            ", 7月21日 11:56,7,10,118,Weico.Android,FdojXFWJc,0
1919,"
                                                                                                    #2017汛期#【今年第5号台风“奥鹿”生成 未来对我国海域无影响 [台风]】今年第5号台风“奥鹿”（热带风暴级，英文名：Noru；名字来源：韩国；名字意义：狍鹿）于今天（21日）上午在日本东南方的西北太平洋洋面上生成，上午8点钟其中心位于日本东京东南方约2000公里的洋面上，就是北纬27.5度、东经158.3 ????????...展开全文c                                            ", 7月21日 11:01,3,10,15,微博 weibo.com,FdnXBfhq7,0
