序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    模仿电影中的经典表白。。。 我在:2天力街 ????????                                            ",是,无, 2012-8-22 19:30,转发,评论,赞,Android客户端,yymNyuhqS
2,"
                                                                                                    分享图片 ????????                                            ",是,无, 2012-8-22 19:21,转发,评论,赞,Android客户端,yymKc8VMa
3,"
                                                                                                    分享图片 我在:2百子湾南二路 ????????                                            ",是,无, 2012-8-22 19:18,转发,评论,赞,Android客户端,yymIS15dR
4,"
                                                                                                    积分换奖品，你没看错，这里不是动感地带，这里是双井七夕浪漫之夜 ????????                                            ",是,无, 2012-8-22 17:34,转发,评论,赞,政府版微博,yym2I4cmK
5,"
                                                                                                    紧张的现场，是否能牵走你心中的他，赶快来跟我们一起互动吧，这个夜晚，想浪漫你就来！ ????????                                            ",是,无, 2012-8-22 17:09,转发,2,赞,政府版微博,yylSBkTUl
6,"
                                                                                                    浪漫七夕夜，想跟心仪的人一起赢取奖品吗？赶快来吧，她在这里等你！ ????????                                            ",是,无, 2012-8-22 17:07,转发,1,赞,政府版微博,yylRGiq92
7,"
                                                                                                     @北京朝阳 @文明北京                                            ",否,"
                                                                                                    今晚，我们在这里相识，幸福在这里，你准备好了吗？ ????????                                                            ", 2012-8-22 17:05,转发,评论,赞,政府版微博,yylQMrkJ0
8,"
                                                                                                    今晚，我们在这里相识，幸福在这里，你准备好了吗？ ????????                                            ",是,无, 2012-8-22 17:04,1,1,赞,政府版微博,yylQsmgDB
9,"
                                                                                                    还有要报名的没~                                            ",否,"
                                                                                                    2012年双井地区“命中注定我爱你”七夕浪漫之夜活动将于8月22日晚18：30分开始。欢迎双井周边单身男女青年报名参加，共度浪漫七夕，还有奖品拿~活动地点：双井街道办事处一层多功能厅。本次活动组织者为双井街道团工委，双井13社区友情赞助。报名方式见双井13社区首页公告。 @北京朝阳 @文明朝阳 ????????                                                            ", 2012-8-20 16:57,转发,1,赞,政府版微博,yy2WDrXJU
10,"
                                                                                                    十分抱歉，之前私信设置错误，现在可以接收了！请发私信给@双井13社区 ，注明：姓名、性别、年龄、工作单位和电话。                                            ",否,"
                                                                                                    2012年双井地区“命中注定我爱你”七夕浪漫之夜活动将于8月22日晚18：30分开始。欢迎双井周边单身男女青年报名参加，共度浪漫七夕，还有奖品拿~活动地点：双井街道办事处一层多功能厅。本次活动组织者为双井街道团工委，双井13社区友情赞助。报名方式见双井13社区首页公告。 @北京朝阳 @文明朝阳 ????????                                                            ", 2012-8-16 10:12,1,评论,赞,微博 weibo.com,yxoAk4Pdk
