序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                                                                ", 2013-4-29 19:16,8,6,22,Android客户端,zuq5HiEyt
2,"
                                                                                                    网友提示，谨防上当受骗。                                            ", 2013-4-24 12:00,-1,14,1,专业版微博,ztC6yDhP9
3,"
                                                                                                    余震尚未停止，爱心仍将继续，兄弟们保重，等着你们平安归来！                                            ", 2013-4-21 10:03,1,6,赞,Android客户端,zt93AEVaw
4,"
                                                                                                    把爱心送到灾区去！老乡鸡，支持你！                                            ", 2013-4-20 17:05,15,8,9,Android客户端,zt2opzoLT
5,"
                                                                                                    一方有难八方支援，安徽，出发！                                            ", 2013-4-20 16:53,26,15,3,Android客户端,zt2jfxKyh
6,"
                                                                                                    子弟兵们一定要注意安全，我们为灾区民众祈福，也牵挂着你们安危！                                            ", 2013-4-20 15:16,15,4,2,Android客户端,zt1G15ldB
7,"
                                                                                                    为生命祈祷，愿雅安平安。                                            ", 2013-4-20 09:40,8,评论,6,Android客户端,zsZtpExNz
8,"
                                                                                                    以共同的责任，唱响主旋律，传递正能量，实现中国梦！                                            ", 2013-4-17 12:52,4,16,2,专业版微博,zsys2zbCj
9,"
                                                                                                    一时之惑，酿成终身之憾。加强法制教育的同时，希望更多的人从责任、素质、行为上增强些感悟，多点理智、少点冲动，多点感恩、少点矛盾，让我们社会更加和谐，生活更加幸福。                                            ", 2013-4-17 12:46,5,1,14,微博 weibo.com,zsypBw3qG
10,"
                                                                                                    好事！给力！                                            ", 2013-4-14 19:38,3,2,赞,专业版微博,zs8Px4m8F
11,"
                                                                                                    用生命捍卫尊严                                            ", 2013-4-12 16:35,11,7,68,Android客户端,zrOLSqZkK
12,"
                                                                                                    建议大家都能听取一点、吸收一点、消化一点、强大一点                                            ", 2013-4-11 21:25,27,2,1,专业版微博,zrHfdFHUF
13,"
                                                                                                    清明时节，缅怀英烈，为国为民，无怨无悔。                                            ", 2013-4-4 15:18,13,16,赞,专业版微博,zqAQIyXfV
14,"
                                                                                                    【清明祭奠】为缅怀公安英烈光辉业绩，我局于昨日在大蜀山文化陵园举行全国公安系统“二级英雄模范”王世好同志纪念碑揭幕仪式暨清明祭奠公安英烈活动，参加活动的同志向纪念碑敬献了花篮、鲜花。王世好同志17年如一日，无私奉献，凭着对公安事业的热爱，履行着人民警察的神圣职责，直至生命最后一刻。 ????????                                            ", 2013-4-4 15:06,285,5,2,专业版微博,zqAM54zlh
15,"
                                                                                                    合肥110对于美帝911的此种做法表示＂鸭梨山大＂！PS：3月1日零时至3月31日零时，合肥110接警量159669起，其中骚扰量32746起。。。                                            ", 2013-3-31 07:51,9,19,14,iPhone客户端,zpWdBiMrW
16,"
                                                                                                                                                ", 2013-3-27 21:56,16,18,51,微博搜索,zpq2wx6Mr
17,"
                                                                                                                                                ", 2013-3-27 21:55,3,2,1,专业版微博,zpq23BwEj
18,"
                                                                                                    #三八节快乐#今天是“三八”国际妇女节，上午8时，110报警服务台将精心准备的百合花和巧克力送到坚守岗位的姑娘们手中，鲜花的芬芳和节日的喜庆顿时洋溢在110指挥大厅。为了确保110生命线的畅通，这群姑娘们放弃节假日，24小时轮班值守，在此，向她们送上节日的祝福。同时，也祝所有女同胞们节日快乐！ ????????                                            ", 2013-3-8 10:17,302,35,4,专业版微博,zmslpkeFu
19,"
                                                                                                    【安全防范】近期，我局民警在巡逻中发现一男子围着一路边汽车徘徊，形迹十分可疑，经民警盘查，从其身上发现撬窗工具。经审讯，该男子已交待盗窃车内物品犯罪事实。在案件办理中，犯罪嫌疑人交待，其在盗窃时，若发现汽车内有备用钥匙时，遂盗窃车辆并异地销赃。110提示：汽车备用钥匙请勿放置车内。 ????????                                            ", 2013-3-7 23:17,7,5,赞,专业版微博,zmo1vp8UQ
20,"
                                                                                                    #寻人启事#儿行千里母担忧，祝愿早日团圆。                                            ", 2013-3-7 21:40,13,8,赞,专业版微博,zmno6ykgx
21,"
                                                                                                    正能量！【太和老汉取钱后被大风刮走 众人相助分文不少】3月5日下午，太和县一七旬老人从银行取了1600多元生活费骑车返回，路上一辆大货车带起一阵风把老汉放在车篮子里报纸包着的钱刮飞，恰在这时，路边的几位行人纷纷相助，随风追钱，一阵忙活后“颗粒归仓”，1600元分文未少。O网页链接                                            ", 2013-3-7 21:19,8,6,7,媒体版微博,zmnfm1Mxs
22,"
                                                                                                    “妈妈，您在哪里?”“90后”女孩吴玉举展板寻找母亲。请有线索者及时拨打110，或直接与其本人联系。点一下转发，增许多希望，让我们共同祝愿母女早日团圆                                            ", 2013-3-1 00:09,44,11,44,360安全浏览器,zlkn21Zp8
23,"
                                                                                                    为民警请功 @平安南粤????@深圳公安                                            ", 2013-2-28 11:37,5,2,27,媒体版微博,zlfrV9f7u
24,"
                                                                                                    #110传真#今日中午，我市北一环与站西路交口附近发生一起抢劫案件，合肥110接到报警后，迅速调集路面巡控车、派出所等警力赶赴现场，经缜密处置，终将躲藏于案发地附近一居民楼楼道内的犯罪嫌疑人成功抓获。这厮大白天的胆敢当街实施抢劫，合肥110表示随时受不了！哼！ ????????                                            ", 2013-2-25 20:15,79,40,11,专业版微博,zkQyAl7l0
25,"
                                                                                                    在与驾驶皖AT1630出租车的孙师傅通话过程中，能感受到他发自内心的焦急，合肥110向这位热心好的哥致敬！                                            ", 2013-2-25 09:18,8,3,2,三星Galaxy Note II,zkMfKltG6
26,"
                                                                                                    #110传真#蒋功超（男）与曾雪（女）——合肥110喊你速取回你们的艺考准考证！合肥110刚刚接到皖AT1630出租车驾驶员孙师傅的报警求助，称在出租车上发现蒋功超（男）与曾雪（女）今日上午参加艺考的准考证。目前，孙师傅已主动驾车赶往艺校，试图寻找该两名考生，我局辖区民警也正在全力寻找中。 ????????                                            ", 2013-2-25 09:01,78,16,2,专业版微博,zkM9181ic
27,"
                                                                                                    【寻物启示】2月3日，在广州番禺打工的汪春风回肥过春节，当晚，乘坐一辆绿色的出租车在省博物馆下车时将一背包丢失在出租车内，十余天来，经报纸、微博、广播等载体帮助寻找后至今没有下落。在此，希望能出现惊喜——物归原主。PS:移动硬盘内有其写作两年准备出版的书稿《大型电子游戏机原理与维修》                                            ", 2013-2-24 17:53,-1,8,赞,微博 weibo.com,zkGcsscWK
28,"
                                                                                                    暴雪+铲雪=平安，感谢所有参与者的辛勤劳动。@魏玉萍微博 @合肥发布                                            ", 2013-2-19 23:40,6,13,3,专业版微博,zjXkUtnow
29,"
                                                                                                    蓝天+白雪=美丽，希望合肥绿色之城的美誉能长存。@魏玉萍微博 @合肥发布                                            ", 2013-2-19 23:33,8,9,1,微博 weibo.com,zjXhZ07dC
30,"
                                                                                                    执勤+铲雪=安全，希望平安能时刻陪伴你我。@魏玉萍微博 @合肥发布                                            ", 2013-2-19 23:22,6,2,赞,专业版微博,zjXdrqggN
31,"
                                                                                                    巡逻+服务=满意，希望合肥能留在你美好记忆中。@魏玉萍微博 @合肥发布                                            ", 2013-2-19 23:16,4,9,赞,专业版微博,zjXb6kjiq
32,"
                                                                                                    母亲的牵挂，女儿的烦恼，@合肥110 在新年里愿有情人终成眷属。                                            ", 2013-2-19 18:19,4,3,1,微博 weibo.com,zjVeB9sYW
33,"
                                                                                                    最新播报:截至目前，我市高速道口已陆续开放，除危化品车辆依旧禁行外，其他车辆限速40一50公里，请司机朋友遵守交通规则，减速慢行。                                            ", 2013-2-19 10:21,4,评论,2,Android客户端,zjS6wDywh
34,"
                                                                                                    最新播报:受暴雪影响，我市高速公路道口现已全部封闭，请大家及时关注@合肥110 实时通报。 ????????                                            ", 2013-2-19 03:36,103,18,2,Android客户端,zjPs7D7x7
35,"
                                                                                                    合肥真的下暴雪啦！短短数小时，路面已堆积厚厚一层，明早一定是银装素裹了！今夜，我市交通事故较以往有明显上升，并发生翻车事故，请司机朋友们一定要小心驾驶，建议新手及无雪地驾驶经验的朋友改变方式，低碳出行。（摄于0时） ????????                                            ", 2013-2-19 00:47,31,32,2,专业版微博,zjOluj25q
36,"
                                                                                                    各位盆友注意了，合肥明天白天有雨夹雪 明晚将出现暴雪(图) O网页链接 （分享自 @新浪安徽），请大家注意防寒，尤其是开车滴，小心车辆打滑，请减速慢行。下雪啦、下雪啦！ ????????                                            ", 2013-2-17 20:56,58,20,1,新浪安徽,zjDp8AWij
37,"
                                                                                                    【110传真】石家庄的席先生走进合肥110，看到1825元现金、身份证、银行卡等一个不少的呈现在眼前时兴奋不已。今日中午，席先生从阜阳搭乘出租车过路合肥，谁知下车时，携带的钱包遗落后座。经合肥110、石家庄警方及出租车司机共同努力，终于物归原主。在此，特别感谢皖KT0100出租车传递的安徽正能量！ ????????                                            ", 2013-2-16 16:37,23,9,6,专业版微博,zjshMmg8a
38,"
                                                                                                    【盲人妇女曲折过大年】“我是一名盲人，需要帮助.....”，今日19时，一双目失明的妇女拨打110求助。胜利路所根据110询问的外貌特征立即到场找到报警人，原来，其从南京乘车到肥，因已无车开往阜阳，遂求助110。民警辗转几个车站均因天晚无车后，将其安置在车站就近一旅社，并安排人明日送其上车返乡。 ????????                                            ", 2013-2-11 22:33,90,17,5,专业版微博,ziJtHwCa5
39,"
                                                                                                    【耄耋老人返家过大年】“这里有位老人找不到家了，请警察帮个忙”，今日15时35分，110接到一位热心市民报警。城东派出所接指令后立即到达现场，并将老人接回派出所。经耐心询问，民警通过点滴信息找到了老人的侄子，老人终于安全返家。其亲人介绍，老人已80高龄，中午在家咪了一点小酒...... ????????                                            ", 2013-2-11 20:54,9,8,3,专业版微博,ziIPeuVKf
40,"
                                                                                                    【希望储户安心过大年】今日14时许，一储户怀揣5000元现金到南一环某银行自动柜员机存款，刷刷刷的一阵响声后，钱进去了，卡却没出来，再一看，系统确认存款数额为4900元。一番周折后，银行一位客户经理出具了一份证明，并称保存视频资料待节后核实处理。PS:今天初二，明日初三，待节后希望皆大欢喜。 ????????                                            ", 2013-2-11 20:24,19,4,赞,专业版微博,ziID5AxH9
