序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    急速扩散！                                            ", 2013-4-30 23:05,-1,59,8,小米手机2,zuB1p3LRx
2,"
                                                                                                    正版五一节就要来啦，祝大家节日快乐！@苏杭街37号 @李小娇 @透过云缝看天 @小猪猪的飞刀 @超大虫子周佩 @所有支持警察蜀黍的盆友 ????????                                            ", 2013-4-30 22:23,46,52,5,小米手机2,zuAKahnrb
3,"
                                                                                                    蜀黍心太软，经不住劝的??▂??//@田小苗爱喝茶:回复沙发一个嘛，人家也是微博背后的小编//@公安部打四黑除四害:表说蜀黍认识你哦→_→//@Jeep木马人:今天还没下班？在回我就真信了 //                                            ", 2013-4-30 22:09,58,53,15,小米手机2,zuAECkqEj
4,"
                                                                                                    表说蜀黍认识你哦→_→//@Jeep木马人:今天还没下班？在回我就真信了 //                                            ", 2013-4-30 21:55,35,27,15,小米手机2,zuAyR3XpQ
5,"
                                                                                                    右边是说，看帖要看全对吧，貌似与语文老师无关啊//@C_Y5:大哥，视频里说的是使用安全座椅的孩子生还率比不用的高96%，你看下你微博最后一句话....... 您语文是体育老师教的吧......[挖鼻屎]                                            ", 2013-4-30 20:59,51,31,15,小米手机2,zuAc41p8o
6,"
                                                                                                    【一段视频告诉你儿童座椅到底多重要】双手保护不了你的孩子，时速40公里撞击时大人的冲击力就像一头大象；安全带保护不了你的孩子，撞击时会像一把刀勒断ta的脖子；安全气囊保护不了你的孩子，几百公斤的冲击力远远超过孩子的承受力。坐在后排安全座椅上的孩子，生存几率高96%！L汽车碰撞瞬间无法抱住孩子 ??????????查看图片                                            ", 2013-4-30 20:21,1157,110,15,专业版微博,zuzWDuliN
7,"
                                                                                                    【车祸中 一男童被甩出车外身亡】据@南京零距离 今晨5点多，京沪高速公路宝应县境内，一面包车发生车祸，一名一岁男童被甩出车外身亡。警察蜀黍再次提醒：驾车外出时，让孩子坐在副驾驶座上、系成人安全带，或者抱在大人怀里都是十分危险的，必须正确安装使用儿童安全座椅，不可有侥幸心理。切切！！！ ????????                                            ", 2013-4-30 19:48,461,59,4,专业版微博,zuzJns173
8,"
                                                                                                    【男孩暴雨时戴耳塞上网 遭雷击不幸身亡】“轰隆”，炸雷响起，男孩仰面倒在了母亲的脚边.....据重庆商报，前晚，重庆铜梁县19岁的王宗未戴着耳塞上网，一声炸雷响起，他不幸被击中，抢救无效死亡。近日多地遭雷雨袭击，提醒大家一定要注意防雷。戳下图，雷雨天要记住“四不要”“六不宜”！@央视新闻 ????????                                            ", 2013-4-30 18:47,498,72,10,专业版微博,zuzkLxvv3
9,"
                                                                                                    【你若不离不弃，我必生死相依】这个婆婆叫刘凤英，经常在广州大学城乞讨，社区民警@大学城周sir 呼吁大家见到她时给予力所能及的帮助。华南理工大学学生职业发展协会筹集了约7000元善款给她，还有许多同学自发组织起来定期去探望老人。目前老人身体状况尚好。感谢有爱的同学！ ????????                                            ", 2013-4-30 18:31,162,99,16,专业版微博,zuzeba4gX
10,"
                                                                                                    【敢扣我的车，我认识很多领导，你不想混了！】昨晚，广东惠州一悍马挂假武警号牌，当武警纠察人员取证时，车主解某态度蛮横，称“你有多大能耐，我认识很多领导，你不想混了！”并强行阻拦武警人员取证，抢走取证用的照相机。武警惠州支队表示，对此类行为将坚决打击，绝不姑息。O网页链接 ????????                                            ", 2013-4-30 15:22,554,172,24,小米手机2,zuxZlz2KG
