序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #晚安，深圳#猎虎168还在继续，蜀黍一辆一辆排查，千万别报侥幸心理，平安回家过年最重要！晚安，深圳。晚安，各位。 ????????                                            ", 2016-1-31 23:54,2,21,37,iPhone 6s Plus,DfJrAzHcp
2,"
                                                                                                    #深圳交警伴你平安回家# 因路面结冰，湖北省临时关闭收费站入口的有：G4京港澳高速武汉西至蔡甸段；G50沪渝高速永安至北河段；G55二广高速黄集至十里段；G70福银高速汉口北至十堰东段；G4213麻安高速大洪山西至杨寨段；G4213谷竹高速石花至寺坪段。请大家注意！ ????????                                            ", 2016-1-31 23:31,6,10,12,iPhone 6s Plus,DfJi6iaV9
3,"
                                                                                                    堵车，堵的都下车了。                                            ", 2016-1-31 23:30,6,19,3,HUAWEI Mate S,DfJhIBSyh
4,"
                                                                                                    #168猎虎行动# @深圳福田交警????在福田笋岗八卦路口查获1宗醉驾，这位兄弟过年是回不去家了… ????????                                            ", 2016-1-31 23:22,11,45,48,iPhone 6s,DfJeulbl8
5,"
                                                                                                    不能回家过年了                                            ", 2016-1-31 23:14,-1,36,29,iPhone 6s Plus,DfJbiCdAi
6,"
                                                                                                    猎虎168，切勿以身试法！                                            ", 2016-1-31 22:36,1,19,1,iPhone 6s Plus,DfIVL2cRj
7,"
                                                                                                    #168猎虎行动# 168猎虎行动继续…@深圳大鹏交警????查获一宗酒驾…不要以为昨晚查了今天蜀黍就不查酒…猎虎168全天候查酒驾… ????????                                            ", 2016-1-31 22:09,1,4,5,iPhone 6,DfIKVDrI0
8,"
                                                                                                    #168猎虎行动# @深圳龙岗交警????在龙岗中心城清林黄阁路口查获一名醉驾…不就是龙岗大队附近么猎虎168全天候查酒驾,重要的事情说三遍… ????????                                            ", 2016-1-31 22:04,4,16,24,iPhone 6s,DfIIZ97eG
9,"
                                                                                                    我们通知，今后是否可以开发这样一个功能，微信自动通知。成功以后，车主可以给你发个微信红包！                                            ", 2016-1-31 22:00,-1,27,64,HUAWEI Mate S,DfIH0b98W
10,"
                                                                                                    #168猎虎行动# 这位无证酒驾摩托车被查…看看今晚交警蜀黍的的阵势，还酒驾不？@深圳大鹏交警  ????????                                            ", 2016-1-31 21:59,8,20,28,iPhone 6s,DfIGOFGh8
11,"
                                                                                                    春节放假欢迎来深圳，深圳春节不限外地牌。//@我的奋斗2062:借问一下：深圳春节期间限制外地牌政策有木有宽松点？@深圳交警????//@深圳交警:回家真不容易，注意保暖！请前往安徽浙江的车辆选择从赣皖桃墅收费站前一公里处往祁浮高速新安收费站进入安徽地界，或者在经公桥收费站下高速经206国道前往安徽。                                            ", 2016-1-31 21:57,2,8,11,HUAWEI Mate S,DfIG84QFi
12,"
                                                                                                    #168猎虎行动#接机的人，会酒驾吗？                                            ", 2016-1-31 21:56,3,6,赞,HUAWEI Mate S,DfIFEwn1E
13,"
                                                                                                    #168猎虎行动#雨中，@深圳坪山交警 在猎虎！ ????????                                            ", 2016-1-31 21:55,2,3,23,HUAWEI Mate S,DfIF9uffy
14,"
                                                                                                    大家注意保暖，特别是北上的车友们！                                            ", 2016-1-31 21:51,8,3,4,iPhone 6s Plus,DfIDrbtDE
