序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
11,"
                                                                                                    #黄海潮声#盐城市人大常委会决定任免名单 ????????                                            ", 2016-7-29 11:15,转发,评论,1,搜狗高速浏览器,E13Wv0vvP
12,"
                                                                                                    #黄海潮声#【市政府贯彻省委和市委全会精神狠抓各项工作落实】7月28日下午，市长王荣平主持召开市政府第34次常务会议，认真学习贯彻省委十二届十二次全会、省政府全体会议和市委六届九次全会精神，进一步明确下半年重点工作分工，确保靶向更准、落点更实，确保完成全年目标任务，实现“十三五”发展良 ????????...展开全文c                                            ", 2016-7-29 11:05,转发,评论,赞,搜狗高速浏览器,E13SrdbJl
13,"
                                                                                                    #黄海潮声#【市七届人大常委会第三十一次会议召开】7月27日至28日，市七届人大常委会第三十一次会议召开。市委书记、市人大常委会主任朱克江主持并讲话。会议审议了有关人事任免事项，朱克江向被任命人员颁发任命书。依照有关规定，被任命人员进行了宪法宣誓。会议听取和审议了市政府关于全市上半年国 ????????...展开全文c                                            ", 2016-7-29 10:59,转发,评论,赞,搜狗高速浏览器,E13PO4uEu
14,"
                                                                                                    #黄海潮声#【“6.23”灾后重建集中安置点开工建设】7月28日，“6??23”龙卷风冰雹特别重大灾害灾后重建工作动员大会暨集中安置点建设开工活动在阜宁举行。市委书记、市人大常委会主任朱克江，市长、市灾后重建指挥部指挥长王荣平出席会议并讲话。市政协主席李驰等参加。“6??23”龙卷风冰雹特别重大灾 ????????...展开全文c                                            ", 2016-7-29 10:53,1,1,1,搜狗高速浏览器,E13Ny1Biw
15,"
                                                                                                    #鹿驰快讯#【明儿天气今儿看】今天夜里到明天白天晴到少云，气温在29-37度。预计明天晴，最高气温37度，最低气温29度，南风3-4级。近期还是以晴热高温天气为主，请大家继续做好防暑降温工作哦！ ????????                                            ", 2016-7-28 18:03,1,评论,赞,搜狗高速浏览器,E0Xbn6GMs
16,"
                                                                                                    #鹿驰快讯# 【看，狮子能扒开车门！】拍照，喂食...…很多亲近动物的浏览方式都暗藏危机。自驾车进入野生动物园游览，即便不下车也有危险。提醒：暑期外出旅游请遵守景区规则，一定要注意安全，不可任性妄为。进入野生动物园游览，不下车的同时，可也别忘了落锁！ ????????                                            ", 2016-7-28 18:01,转发,评论,赞,搜狗高速浏览器,E0XaQ2CX8
17,"
                                                                                                    #鹿驰快讯#【盐城资金池“乘数效应”破解企业融资难题】以2.26亿元财政资金撬动31.1亿元银行贷款，让政府和金融机构风险共担，助1257户中小企业解决融资难题。近日，从市财政获悉，今年以来，我市充分发挥财政资金池“乘数效应”，力助企业破解融资难题，支持发展取得显著成效。 ????????                                            ", 2016-7-28 17:56,1,评论,赞,搜狗高速浏览器,E0X8H0D20
18,"
                                                                                                    #鹿驰快讯#【大丰风电海水淡化设备海外受青睐】近年来，大丰港城经济区稳步提升海洋产业发展规模，加快海洋新兴产业培育进程，优化海洋经济发展布局，持续推进海洋产业集聚发展。如今，在这块发展的热土上，海洋战略性新兴产业发展如火如荼，形成盐城新能源淡化海水产业示范园与盐城海洋生物产业园两大 ????????...展开全文c                                            ", 2016-7-28 17:52,2,评论,1,搜狗高速浏览器,E0X762Ma4
19,"
                                                                                                    #鹿驰快讯#【射阳获批建设通用机场】7月22日，省发改委发文同意批复射阳通用机场工程可行性研究报告，标志着这个仪表导航通用机场建设获得批准。记者昨天采访时获悉，该县通用机场将于8月份正式启动建设。 ????????                                            ", 2016-7-28 17:47,1,评论,赞,搜狗高速浏览器,E0X51fMmT
20,"
                                                                                                    #鹿驰快讯#【教育部门暗访有偿家教现象】7月27日下午，市教育局初教处针对小学有偿家教现象，对市直三所小学和一个小区进行了蹲点暗访。当天暗访没有发现有偿家教现象。“没有发现并不代表完全没有。”市教育局初教处副处长、暗访小组组长陈志中告诉记者，教育部门将继续采取高压措施，彻底打击有偿家 ????????...展开全文c                                            ", 2016-7-28 17:42,1,4,1,搜狗高速浏览器,E0X39699X
21,"
                                                                                                    #黄海潮声#【科学施工推进高架建设】7月25日，市委、市政府主要领导来到内环高架青年路范公路枢纽施工现场，亲切慰问酷暑期间坚守在施工一线的工程建设者，对内环高架建设指挥部科学安排高温时段的施工，以及为施工所创造的舆论宣传环境表示了肯定。提出在保证质量的前提下，安全施工、文明施工、精细 ????????...展开全文c                                            ", 2016-7-28 17:39,1,1,3,搜狗高速浏览器,E0X1PyeeY
22,"
                                                                                                    #鹤观天下#【世界肝炎日：关于乙肝，你该知道的】①乙肝病毒的传播途径主要为母婴传播、血液传播和性传播；②蚊虫叮咬不会传播；③同办公室工作、握手、一起用餐和共用厕所等无血液暴露的接触，一般不传染…我国乙肝病毒感染者约9300万人，其中约7300万为乙肝病毒携带者。今天，世界肝炎日，了解乙肝， ????????...展开全文c                                            ", 2016-7-28 10:17,1,评论,赞,搜狗高速浏览器,E0U8ykC7l
23,"
                                                                                                    #鹤观天下#【今日，此刻，一起转发这条微博，为唐山！】40年前的今天，1976年7月28日凌晨3点42分，唐山一带发生7.8级大地震！242000多人遇难！7218户从此消失……全家震亡！今日，此刻，一起祭奠唐山地震遇难同胞，一起祝福今日唐山！传递！ ????????                                            ", 2016-7-28 10:10,1,评论,赞,搜狗高速浏览器,E0U5BndOU
24,"
                                                                                                    #鹿驰快讯#【杨志平来盐谋划“民间春晚”】7月24日，民间春晚总策划、总导演杨志平在结束知青春晚上海筹备会的工作后首次来到盐城，到位于市中心纯化路中国微影电视盐城台的驻地，听取微影电视盐城台的筹备情况，并对盐城台今后发展思路做了规划和指导，为民间春晚盐城地区选拔赛出谋划策。 ????????                                            ", 2016-7-28 10:07,转发,评论,赞,搜狗高速浏览器,E0U4vrR09
25,"
                                                                                                    #鹿驰快讯#【盐城市区25个路段“违停必拖”】“违停必罚、乱停必拖”，近期，不少车主发现，在市区随意乱停机动车不仅仅是贴违停单那么简单了。市交警支队的“百日行动”整治以来，警方采取多种措施整治机动车违停、乱停，同时明确25条禁停严管路段，对于违停车辆一律清拖处理，同时对驾驶人一律给予罚 ????????...展开全文c                                            ", 2016-7-28 10:01,2,1,赞,搜狗高速浏览器,E0U20juqm
26,"
                                                                                                    #黄海潮声#【我市部署今年征兵工作】我市部署今年征兵工作????7月27日下午，全省征兵工作电视电话会议召开，我市设立分会场组织收听收看，盐城军分区司令员杨军、副市长吴晓丹出席分会场会议。随后，全市召开征兵工作电视电话会议。会议指出，今年的征兵工作是在深化国防和军队改革的大背景下进行的，各 ????????...展开全文c                                            ", 2016-7-28 09:55,2,1,1,搜狗高速浏览器,E0TZE3QU7
27,"
                                                                                                    #黄海潮声#【朱克江主持召开市委全面深化改革领导小组会议】7月27日上午，市委书记、市委全面深化改革领导小组组长朱克江主持召开市委全面深化改革领导小组第九次会议，审议深化“放管服”改革、国有企业负责人薪酬制度改革等相关事项，听取全国司法体制改革推进会落实情况汇报。他强调，深入贯彻落实 ????????...展开全文c                                            ", 2016-7-28 09:52,1,评论,赞,搜狗高速浏览器,E0TY3EjXs
28,"
                                                                                                    #鹿驰快讯#【明儿天气今儿看】今天夜里到明天白天多云，局部有时阴有阵雨或雷雨，西南风3到4级，气温在27-35度。预计明天多云转晴，最高气温36度，最低气温28度，南风3-4级。未来几天，高温天气还在继续。 ????????                                            ", 2016-7-27 17:10,转发,2,1,搜狗高速浏览器,E0NpBdYHp
29,"
                                                                                                    #鹿驰快讯#【光喝白开水不够！#夏季多喝三种汤#】中国疾病预防控制中心营养与食品安全所付萍教授告诉你：排汗不仅会丢失很多水分，还损失了一定量的钠、钾、钙、镁等矿物质，及少量的维生素、脂肪酸和氮元素。3种汤能帮你度夏：1.蔬菜汤补充矿物质。2.米汤促进食欲。3.绿豆汤止渴消暑。 ????????                                            ", 2016-7-27 17:05,转发,评论,赞,搜狗高速浏览器,E0NnAdU5T
30,"
                                                                                                    #鹤观天下#【#热热热热# 这些物品最好别放车里】今天进入中伏，全国多地升温迅猛，局地气温可达41℃。高温到来，一些安全隐患也悄然而至。如果你是开车族，车内的一些小物品此时可能已经变成了危险品。戳图了解↓快把它们从车里请出去！ ????????                                            ", 2016-7-27 16:59,2,评论,赞,搜狗高速浏览器,E0NkSmwhF
31,"
                                                                                                    #醉美盐城#【“一线入党”企业家李进勇当选“江苏好人”】日前，从省文明委获悉，无偿投入近20万元，全力参与6??23特大龙卷风袭击抗灾救援行动，并在一线实现多年入党夙愿的盐城市安顺起重安装有限公司董事长李进勇，光荣当选今年6月份“江苏好人”。 ????????                                            ", 2016-7-27 16:54,转发,2,1,搜狗高速浏览器,E0NiW6Ebq
32,"
                                                                                                    #鹿驰快讯#【走近烈日下执勤的一线民警】我市近日连晴高温，热浪袭人，昨天，市区气温一度飙升至37摄氏度。酷暑之下，很多市民选择待在空调房里享受一丝凉意，而有这么一群人，却承受着烈日的“烤验”，坚守在第一线。昨天上午，记者跟随公安民警一起上岗、执勤、出警、巡逻，亲身体验高温下他们真实的 ????????...展开全文c                                            ", 2016-7-27 16:48,转发,评论,1,搜狗高速浏览器,E0NgEhBf4
33,"
                                                                                                    #鹿驰快讯#【我市强化重点行业领域安全监管】安全生产必须警钟长鸣、常抓不懈。7月20日，从市安委会了解到，日前，我市聘请省市安全生产专家对全市化工、冶金铸造和涉氨制冷行业24家重点企业进行暗访抽查，共检查整改各类问题隐患873条。 ????????                                            ", 2016-7-27 16:45,转发,1,1,搜狗高速浏览器,E0Nfi3zFN
34,"
                                                                                                    #黄海潮声#【盐城文化交流代表团走进新疆察布查尔】7月19日至7月26日，市文广新局牵头率领文化交流代表团，在我市对口援疆的察布查尔县，开展文化交流及“盐阜文化箭乡行”活动，向边疆群众展示大美盐城的多彩文化，进一步促进两地文化交流交融。 ????????                                            ", 2016-7-27 16:43,转发,评论,赞,搜狗高速浏览器,E0NeoblB2
35,"
                                                                                                    #鹿驰快讯#【保存西瓜的正确方式看这里！】“西瓜盖上保鲜膜，细菌增10倍！”每到夏天总会广泛流传。到底靠不靠谱？真相：西瓜切开后封盖保鲜膜，确实对细菌生长起促进作用，但也不至于数量增加10倍那么夸张！西瓜保鲜的正确姿势↓↓ 还有哪些食品最好也不要盖保鲜膜？ ????????                                            ", 2016-7-27 11:14,3,1,1,微博 weibo.com,E0L56bi7k
36,"
                                                                                                    #鹿驰快讯#【高温“烤”验下的坚守】7月26日9时40分，市气象台继续发布高温黄色预警信号。在连续的高温天气中，有这么一个特殊的群体，他们顶烈日、冒高温、战酷暑，以饱满的热情坚守在自己的岗位上，用辛勤的汗水书写着对党的忠诚、对人民的挚爱，他们便是盐城警察。 ????????                                            ", 2016-7-27 11:06,1,评论,赞,微博 weibo.com,E0L1XpCBf
37,"
                                                                                                    #鹿驰快讯#【我市切实保障医疗临床用血】近日，从市中心血站获悉，今年以来，我市无偿献血工作取得新的成绩。1至6月份，全市自愿无偿献血35328人次，献血量达1097万毫升，分别比去年同期上升17.44%和16.33%，献单采血小板2733.5单位，较去年同期增长了7.26%。献血300毫升、400毫升的比例达72.33 %。我 ????????...展开全文c                                            ", 2016-7-27 10:49,1,评论,1,微博 weibo.com,E0KUYv4pF
38,"
                                                                                                    #鹿驰快讯#【盐城市区141家定点零售药店安装“电子眼”】7月25日，市区已全面完成141家定点零售药店视频监控系统安装、调试工作，正式投入到日常的监管工作中。据了解，我市自去年起将定点零售药店视频监控系统建设列入医保工作重点任务，先后完成了项目立项、实施规划、经费筹集、承建招标等前期准备 ????????...展开全文c                                            ", 2016-7-27 10:42,1,评论,1,微博 weibo.com,E0KS9lyTF
39,"
                                                                                                    #黄海潮声#【中国共产党盐城市第六届委员会第九次全体会议决议】中国共产党盐城市第六届委员会第九次全体会议，于2016年7月26日在盐城举行。市委常委会主持会议。出席会议的市委委员39名，候补委员8名。市纪委委员、有关方面负责同志和市第六次党代会全体党代表列席会议。全会深入学习贯彻党的十八大， ????????...展开全文c                                            ", 2016-7-27 10:19,1,评论,赞,iPhone 6s,E0KIDwjBd
40,"
                                                                                                    #黄海潮声#【中共盐城市委六届九次全会举行】中国共产党盐城市第六届委员会第九次全体会议于7月26日在盐举行。全会深入学习贯彻党的十八大、十八届三中、四中、五中全会和习近平总书记系列重要讲话特别是视察江苏重要讲话精神，按照省委十二届十二次全会部署和李强书记在盐视察调研指示要求，总结上半 ????????...展开全文c                                            ", 2016-7-27 10:12,1,评论,赞,iPhone 6s,E0KG3CbuS
41,"
                                                                                                    #鹿驰快讯#【明儿天气今儿看】今天夜里到明天白天多云，偏南风3-4级，气温在28-37度。预计明天最高气温35度，最低气温28度，西风3-4级。“烧烤”模式还将持续，筒子们千万做好防暑降温工作。 ????????                                            ", 2016-7-26 17:24,转发,评论,1,搜狗高速浏览器,E0E4T3pco
42,"
                                                                                                    #鹤观天下#【高温天急诊爆棚，这些病你需要注意！】连天高温，医院急诊也节节攀升。除了中暑、腹泻等传统“高温病”病人每天增多，有些疾病还出现“反季节”现象。本周“烧烤”模式还将持续，与之同行的各种“高温病”又该如何应对呢？ ????????                                            ", 2016-7-26 17:21,转发,评论,赞,搜狗高速浏览器,E0E3wdfQq
43,"
                                                                                                    #鹿驰快讯#【市区道路机扫率达八成】主干街道机械化清扫、洒水车每天除尘降噪，现在，走在市区的大街小巷，很多市民都会用干净来形容身边的环境变化。这一变化，源自于市区道路机扫率的提高。7月20日，记者获悉，目前，市区道路机械化清扫率已达80%以上，在苏北地区处于领先水平。 ????????                                            ", 2016-7-26 17:16,1,1,1,搜狗高速浏览器,E0E1w86ns
44,"
                                                                                                    #醉美盐城#【3人获评省“最美春蕾班主任”】江苏“最美春蕾班主任”评选结果日前揭晓，这是省妇联和省儿童少年福利基金会，在全省范围内开展的一项活动。我市共有3人获此荣誉，他们分别是：大丰中等专业学校的陈炜老师、建湖中等专业学校的张海兵老师和滨海县东坎镇东坎小学的蔺玉菊老师。 ????????                                            ", 2016-7-26 17:12,转发,评论,1,搜狗高速浏览器,E0DZOooTE
45,"
                                                                                                    #鹿驰快讯#【市区医保药店启用视频监控系统】市区141家定点零售药店视频监控系统的安装、调试工作近日全面完成。昨日，市医保中心负责人表示，店面监控将作为一项重要的稽查手段，正式投入到日常的监管工作中，可有效杜绝违规行为的发生。 ????????                                            ", 2016-7-26 17:09,1,评论,赞,搜狗高速浏览器,E0DYxcQjA
46,"
                                                                                                    #黄海潮声#【市七届人大常委会第六十次主任会议召开】7月25日下午，市七届人大常委会第六十次主任会议召开。受市委书记、市人大常委会主任朱克江委托，市人大常委会副主任、党组副书记周德祥主持会议。市人大常委会副主任、党组副书记丁宇，市人大常委会副主任曹友琥、肖紫英，秘书长倪崇彦等出席会议 ????????...展开全文c                                            ", 2016-7-26 17:07,转发,评论,1,搜狗高速浏览器,E0DXJxqES
47,"
                                                                                                    #鹿驰快讯#【常被忽略却有用的面试技巧！】①微笑，为面试官留下好的第一印象 ②问一些你真正关心的问题，不要害怕开口 ③设置些小机关，让面试官能够记住你 ④知道你当前能够给公司提供什么 ⑤别留下消极的声音 ⑥面试结束后跟进结果，别忘了表达感谢——永远都不要低估感恩的力量。转起学习！ ????????                                            ", 2016-7-26 10:33,2,评论,1,搜狗高速浏览器,E0Bo08VR9
48,"
                                                                                                    #鹿驰快讯#昨天上午，盐城市气象台继续发布高温黄色预警，这已经是该台连续3天发布高温黄色预警信息了。气象台最新发布的一周天气预测显示：26日以后，降水以及风向的变化将使气温略有下降，但35℃以上的高温仍将持续,不过会偶有雷阵雨带来些许清凉之意。 ????????                                            ", 2016-7-26 10:28,转发,评论,1,搜狗高速浏览器,E0BlNBrR1
49,"
                                                                                                    #鹿驰快讯#【全市新建保障房10119套】昨天上午，从市住房保障和房产管理局了解到，今年上半年，全市新建各类保障性住房10119套，完成省政府下达年度目标任务的74.73%，基本建成各类保障性住房11739套，完成省政府下达年度目标任务的87.6%。其中，市区新建各类保障性住房2008套，完成省政府下达年度目标 ????????...展开全文c                                            ", 2016-7-26 10:25,1,评论,1,搜狗高速浏览器,E0BkCjPpr
50,"
                                                                                                    #鹿驰快讯#【射阳实行医疗托底救助】7月21日，射阳县出台医疗托底救助办法。这一创新之举将坚持“托底线、救急难、可持续”“规内提标、外托底线、平台结算与后续补偿并行”和“项目（病种）定额救助与量化精准救助相结合”的原则，为贫困百姓织就“托底”保障网。 ????????                                            ", 2016-7-26 10:22,1,评论,赞,搜狗高速浏览器,E0BjxxmwT
51,"
                                                                                                    #黄海潮声#【朱克江王荣平分别看望慰问一线劳动者】连日来，我市持续晴热高温。7月25日下午，市委书记、市人大常委会主任朱克江，市长王荣平亲切看望慰问冒高温、战酷暑的一线劳动者，代表市委、市政府向他们表示诚挚慰问和衷心感谢，并送上防暑降温用品。 ????????                                            ", 2016-7-26 10:19,1,评论,赞,搜狗高速浏览器,E0BijhNTd
52,"
                                                                                                    #黄海潮声#【朱克江主持召开市委常委会传达学习省委十二届十二次全会精神】7月25日上午，市委书记朱克江主持召开市委常委会，传达学习省委十二届十二次全会精神，讨论市委六届九次全会方案及有关文件。会议强调，认真贯彻落实中央精神和省委十二届十二次全会部署，自觉践行新发展理念，科学统筹做好当 ????????...展开全文c                                            ", 2016-7-26 10:15,1,评论,赞,搜狗高速浏览器,E0Bgu7XnX
53,"
                                                                                                    #鹿驰快讯#【明儿天气今儿看】今天夜里到明天白天晴到多云，偏南风3到4级，气温在29-37度。预计明天多云转晴，最高气温37度，最低气温29度，南风3-4级。高温持续，出门上班、游玩的筒子们一定要注意防晒防暑啊！ ????????                                            ", 2016-7-25 17:58,转发,评论,赞,搜狗高速浏览器,E0uS40zkq
54,"
                                                                                                    #鹤观天下# 【“蒸笼”模式开启！做好8件事，健康过伏天】走路五分钟，流汗两小时？大暑一过，我国大部分地区迎来最热天气。据中央气象台，这两天，长江中下游迎来今年最热周末，局地超过40℃。气温升高，人体的消耗增加，抵抗力减弱。伏天最需预防哪些疾病？衣食住行有哪些需要注意？做好8件事↓↓健 ????????...展开全文c                                            ", 2016-7-25 17:57,2,评论,赞,搜狗高速浏览器,E0uRtEsNz
55,"
                                                                                                    #鹿驰快讯#【高温来袭全市供电量突破历史纪录】应对高温天气，供电部门积极行动。7月23日，我市日供电量达10224万千瓦时，最高负荷达508.0万千瓦，双双突破历史纪录。目前，盐城电网运行平稳，各级运维人员坚守岗位，最大限度地满足工农业生产和居民生活用电需求。 ????????                                            ", 2016-7-25 17:56,转发,评论,赞,搜狗高速浏览器,E0uRar0xq
56,"
                                                                                                    #鹿驰快讯#【射阳经济质效提升稳中向优】盛夏时节，骄阳似火。走进射阳港经济开发区、射阳经济开发区、纺织染整服装工业区，到处厂房林立，企业生产繁忙，呈现出一派火热景象。今年以来，射阳县着力调结构、稳增长、强服务、促转型，持续深入推进招商突破年、企业质效提升年、载体建设年活动，经济发展 ????????...展开全文c                                            ", 2016-7-25 17:55,转发,评论,1,搜狗高速浏览器,E0uQQmrHR
57,"
                                                                                                    #鹿驰快讯#【多手段控制高温垃圾异味扩散】连日高温，也给环卫行业带来了巨大压力。从市城管局环卫处了解到，居高不下的气温带来了高垃圾量，近期的日均垃圾处理量已达420吨，比平时多了20吨，果皮、菜类等湿垃圾大大增加。 ????????                                            ", 2016-7-25 17:55,转发,评论,赞,搜狗高速浏览器,E0uQKoMoU
58,"
                                                                                                    #鹿驰快讯#【盐城公安“微警务”打造指尖便民终端】户政、交管、出入境等办事项目，全时空在线、全方位服务；车辆被挡，为您量身打造“自助移车”，轻松“突围”；一站导航，全局通览，全市公安窗口地点、联系方式、最优路线一览无余……盐城公安“微警务”平台集群“掌上服务”，切实让群众感受到公安 ????????...展开全文c                                            ", 2016-7-25 17:51,转发,评论,2,搜狗高速浏览器,E0uP7oAPv
59,"
                                                                                                    #鹿驰快讯#【夏天图凉快 这几种误区可能致面瘫、晕厥】酷暑难耐，风扇、空调成了“解暑”利器。吹起电扇没够、一身大汗后立刻吹空调……殊不知，一时的痛快可能让你“很受伤”！腰酸背疼、晕厥，甚至还可能面瘫或得肺炎。戳图↓避免使用风扇、空调的8大误区。 ????????                                            ", 2016-7-25 10:49,1,评论,1,搜狗高速浏览器,E0s3M8BM0
60,"
                                                                                                    #鹿驰快讯#【我市海洋与渔业发展持续向好】上半年，全市完成渔业总产值203.5亿元，同期增长9.4%；无公害水产品基地面积183.36万亩，占比93.4%，总量和占比均居全省第一；设施渔业面积新增3.9万亩，总面积达31.11万亩，增量和总量仍保持全省第一。今年以来，我市积极推进渔业供给侧改革，重点突破沿海百 ????????...展开全文c                                            ", 2016-7-25 10:45,1,评论,赞,搜狗高速浏览器,E0s2j7wOR
61,"
                                                                                                    #鹿驰快讯#【本周仍以高温天气为主全市供电量突破历史纪录】烈日炙烤大地，7月23日、24日，市气象台两次发布高温黄色预警信号。24日，市区、东台最高气温分别达到38℃、37.8℃，其他地区最高气温也基本在37℃左右。7月24日，从市气象部门获悉，高温天气还将持续，25日最高气温可能超过38℃，大家要做好 ????????...展开全文c                                            ", 2016-7-25 10:42,1,评论,赞,搜狗高速浏览器,E0s1e2y5X
62,"
                                                                                                    #黄海潮声#【全市为民办实事项目进展顺利】7月19日，从相关部门获悉，今年上半年全市20件为民办实事项目已完成投资84.9亿元，占年度投资计划的46.8%。今年是“十三五”开局之年，市委、市政府着力保障和改善民生，继续为民办20件实事项目，涵盖卫生、教育、水利、安居、文化、扶贫、交通等领域，年度计 ????????...展开全文c                                            ", 2016-7-25 10:39,1,评论,赞,搜狗高速浏览器,E0rZVoB9V
63,"
                                                                                                    #黄海潮声#【盐城市十八条措施深化综合治税】“营改增”改革以来，我市财政收入保持平稳增长压力加大，收支平衡矛盾进一步凸显。为切实提高税收管理质量和效率，全面挖掘培育税收增长点，促进财政收入平稳增长，近日我市制定出台《关于进一步深化综合治税的意见》，动员社会各方面力量，进一步加强涉税 ????????...展开全文c                                            ", 2016-7-25 10:35,1,1,2,搜狗高速浏览器,E0rYfDh9e
64,"
                                                                                                    #鹿驰快讯#【明儿天气今儿看】今天夜里到明天白天晴到少云，西南风4级左右，气温在28-36度。预计明天晴，最高气温36度，最低气温29度，南风3-4级。未来3天，最高气温可达37度左右，这个天，最让人向往的生活状态，莫过于↓ ????????                                            ", 2016-7-22 17:06,转发,评论,赞,搜狗高速浏览器,E02fyDcDx
65,"
                                                                                                    #鹤观天下#【人社部：延时退休，将选退休年龄偏低的群体开始实施】据央视，今天，人社部发言人李忠回应延迟退休问题：①“小步慢提，逐步到位”， 坚持每年只延几个月，逐步达到目标年龄②“区分对待，分步实施”，延迟退休政策将选择现在退休年龄相对偏低的群体，开始逐步实施③“预先公告，做好公示 ????????...展开全文c                                            ", 2016-7-22 17:03,转发,评论,赞,搜狗高速浏览器,E02empVO7
66,"
                                                                                                    #鹤观天下#【这都是朋友圈骗局！危及你的信息和财产！】“我是×××，我的个性标签…”近日，一个性格测试在朋友圈热传，但很快因违规被封。你知道吗？朋友圈常见的帮宝宝投票、集赞得奖、爱心筹款、拼团买水果，这些看似优惠或献爱心的活动，可能会悄悄地盗走你的信息和钱财！警惕↓扩散给身边人！ ????????                                            ", 2016-7-22 17:00,1,评论,赞,搜狗高速浏览器,E02d1rnUF
67,"
                                                                                                    #鹿驰快讯#【我市完成2016年住房公积金年度结息工作】日前，我市2016年度住房公积金结息工作已全面完成。今年，我市住房公积金结息1.08万个单位60.7万人，结息金额1.56亿元，比上年度增加0.25亿元，增长19.08%。全部利息均已计入每位住房公积金缴存职工的个人帐户。缴存职工可以通过12329服务热线、盐 ????????...展开全文c                                            ", 2016-7-22 16:55,转发,1,赞,搜狗高速浏览器,E02aYDlzs
68,"
                                                                                                    #鹿驰快讯#【我市推进劳动争议调解组织规范化建设】7月19日，从市人社局获悉，9月底前将建立覆盖全市企业、协会（商会）、乡镇街道调解组织与仲裁机构协调配合的劳动争议预防调解工作网络，力争到明年底，各类基层调解组织建设全部实现规范化。 ????????                                            ", 2016-7-22 16:52,转发,1,赞,搜狗高速浏览器,E029HrJIK
