序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【路况信息】截至今日8时，受降雨影响，山东境内G15（沈海高速）仁兆、南村段，G2011（青新高速）移风、郭庄、平度南段；四川境内G42（沪蓉高速）广安市岳池至邻水段发生路面积水，道路封闭，预计今日上午恢复通行。 ????????                                            ", 2016-7-29 08:08,转发,评论,赞,360安全浏览器,E12Irb5FG
2,"
                                                                                                    转发微博                                            ", 2016-7-28 09:32,转发,评论,19,360安全浏览器,E0TQcEnPh
3,"
                                                                                                    【路况信息】截至今日8时，受大雾影响，天津境内S11（海滨高速）永定站、渔港站入口，涧河站出口；河北境内G1(京哈高速)秦皇岛至秦东站、卢龙站至北戴河站、孟姜站、玉田站、鸦鸿桥辅站；山西境内G55(二广高速)长晋全线收费站、G2201(长平高速环城段)长治东至西池站；河南境内S22(南林高速)红旗渠开发 ????????...展开全文c                                            ", 2016-7-28 09:29,转发,评论,赞,360安全浏览器,E0TOToyik
4,"
                                                                                                    转发微博                                            ", 2016-7-27 09:30,1,评论,33,360安全浏览器,E0KoNknjX
5,"
                                                                                                    【路况信息】截至今日8时，受降雨影响，山西境内S345阳泉市盂县梁家寨段发生塌方，道路中断，预计今日恢复通行；青海境内S306海东地区柴沟段发生泥石流，道路中断，预计今日恢复通行。 ????????                                            ", 2016-7-27 08:55,转发,评论,赞,360安全浏览器,E0KataH7R
6,"
                                                                                                    【路况信息】截至今日8时，受降雨影响，北京境内S309延庆县河口村段发生塌方，道路封闭，预计今日恢复正常通行；四川境内S215线凉山州棉沙乡段发生滑坡，道路封闭，预计今日恢复正常通行；陕西境内S210武关驿镇段发生山体塌方，道路封闭，恢复时间待定。 ????????                                            ", 2016-7-26 09:56,转发,评论,赞,360安全浏览器,E0B8Mi46Y
7,"
                                                                                                    转发微博                                            ", 2016-7-26 09:54,2,评论,31,360安全浏览器,E0B8aavwb
8,"
                                                                                                    【路况信息】截至今日8时，受降雨影响，山西境内G22(青兰高速)临汾段、S30(阳右高速)大同段，河南境内S22(南林高速)安阳市红旗渠段道路封闭，预计今日下午恢复通行。山西境内S104吕梁市临县无咀村段发生路基冲毁，四川境内G108雅安市何君阁道碑段、S211甘孜州泸定段发生崩塌，道路中断，预计恢复时间待 ????????...展开全文c                                            ", 2016-7-25 08:14,转发,评论,赞,360安全浏览器,E0r30afws
9,"
                                                                                                    【路况信息】截至今日8时，受降雨影响，河北境内S202、S321、S322、S326、S328、S329、S393邢台市，S202邯郸市境内局部路段发生洪水、路基塌陷，道路中断，恢复时间待定；湖北境内S341恩施州茶子店段发生边坡塌方，道路中断，预计明日恢复通行。此外，受大雾影响，北京境内G4(京港澳高速)、G45(大广 ????????...展开全文c                                            ", 2016-7-22 08:20,转发,评论,赞,360安全浏览器,DFWg7dWb4
10,"
                                                                                                    【路况信息】截至今日8时，北京境内S210门头沟区军庄铁道桥段路面发生积水，S323怀柔区琉璃庙段发生塌方；河北境内S202邯郸市张家头村段发生路基冲断，S202邯郸市黄龙口段发生涵洞被冲毁；湖北境内G318恩施州脚踏水段发生洪水；新疆境内G216胜利达坂段、S103乌鲁木齐托克逊县阿乐惠段发生滑坡。上述路 ????????...展开全文c                                            ", 2016-7-21 08:18,转发,评论,赞,360安全浏览器,DFMOR3Dk8
11,"
                                                                                                    【路况信息】截至今日8时，受降雨影响，湖南境内S70(娄怀高速)怀化市桥江段、湖北境内G209木鱼镇小当阳村段发生山体滑坡，道路中断，恢复时间待定。 ????????                                            ", 2016-7-18 08:05,转发,评论,赞,360安全浏览器,DFks31diG
12,"
                                                                                                    【路况信息】截至今日8时，受降雨影响，四川境内S214米易垭口高速路桥段、S215凉山州张家河坝段发生泥石流，道路封闭，恢复时间待定；山西境内G20（青银高速）交城至汾阳西收费站入口封闭，预计今日恢复正常通行。 ????????                                            ", 2016-7-15 08:14,转发,评论,赞,360安全浏览器,DESet4yHJ
13,"
                                                                                                    【路况信息】截至今日8时，受降雨影响，重庆境内G6911(安来高速)巫溪县上古隧道段发生积水，道路中断，预计恢复通行时间待定。 ????????                                            ", 2016-7-14 08:15,转发,评论,1,360安全浏览器,DEIOaB6L1
