序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    //@国网江苏电力:转发微博                                            ", 2016-7-31 20:31,转发,评论,4,iPhone 6 Plus,E1qr1mkFF
2,"
                                                                                                    7月30日凌晨3：30，国网滨海县供电公司组织近200名管理和施工作业人员集结在头罾沿海工业园区，开始计划为期6天的园区电网综合检修工作。在夏季高温，沿海工业园区大部分企业避暑停产休息的间隙，他们周密筹划，精心部署，科学安排轮停检修计划，对沿海工业园区2座110千伏变电站、2条110千伏、17条20 ????????...展开全文c                                            ", 2016-7-31 10:45,3,评论,赞,iPhone 6 Plus,E1mBaeunZ
3,"
                                                                                                    转发微博                                            ", 2016-7-30 14:55,1,评论,4,iPhone 6 Plus,E1eO36WrE
4,"
                                                                                                    7月30日，国网东台市供电公司施工人员战高温，顶着烈日改造“中国茧都”--东台市富安镇10千伏富茧线，满足富安茧丝绸股份有限公司生产发展用电需求。@亮报 @国网江苏电力95598 @国网江苏电力 @电网头条 @盐城晚报的微博 ????????                                            ", 2016-7-30 11:22,3,评论,1,iPhone 6 Plus,E1dpAg8cO
5,"
                                                                                                    7月29日，国网东台市供电公司抢修人员迅速处理东台市西郊万陆1台区变压器下的400伏线路连接线桩头发热故障，保证40多户居民正常用电。@国网江苏电力 @国网江苏电力95598 @盐城晚报的微博 @电网头条 @亮报 ????????                                            ", 2016-7-29 15:52,3,评论,2,iPhone 6 Plus,E15KWe6WI
6,"
                                                                                                    //@国网江苏电力:                                            ", 2016-7-29 14:36,转发,评论,赞,iPhone 6 Plus,E15g2hmQg
7,"
                                                                                                    7月29日，国网东台市供电公司南沈灶供电所员工顶着炎炎的烈日，到农庄游泳馆进行安全用电检查，保证高温期间游泳馆安全用电。@国网江苏电力 @国网江苏电力95598 @电网头条 @盐城晚报的微博 @国家电网报 ????????                                            ", 2016-7-29 14:00,转发,评论,赞,iPhone 6 Plus,E151gdU6k
8,"
                                                                                                    7月28日下午7时左右，国网射阳县供电公司配电运检班工作人员在该县新城区射东居委会，新增10千伏新城线新五村配变。虽是傍晚，现场气温仍高达35度，工作人员的工作服很快就被汗水湿透了。@国网江苏电力 @盐城晚报的微博 @电网头条 @国网江苏电力95598 ????????                                            ", 2016-7-29 13:58,1,评论,赞,iPhone 6 Plus,E150Gatm3
9,"
                                                                                                    7月28日，国网东台市供电公司员工顶着炎炎烈日，到江苏磊达股份有限公司检查岸电桩的供电变配电装置及岸电桩的总控制配电箱的开关设备和10套3相岸电桩的电源接线桩头，保证高温期间停靠在码头的40多条运输船舶正常用电。@国网江苏电力 @国家电网报 @国网江苏电力95598 @亮报 @盐城晚报的微博 @电网头条 ????????                                            ", 2016-7-28 20:36,2,1,1,iPhone 6 Plus,E0YbwkI13
10,"
                                                                                                    7月28日凌晨4点，国网盐城供电公司员工正在35千伏湾南线39号塔对C相电缆终端头进行突击抢修。 27日下午3点12分，该公司线路运行人员在对重点设备进行红外测温时，发现35千伏湾南线39号塔C相电缆终端头发热，温度超过150摄氏度。这类缺陷应该立即停电处理，但考虑到当前正值高温，一旦停电，将给居民生 ????????...展开全文c                                            ", 2016-7-28 15:02,5,2,赞,iPhone 6 Plus,E0W06vQCt
