序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #夜思#多一点忍耐，就会少几次后悔。少几次翻脸，就多几个台阶。多几次听不见，就少几次庸人自扰。少撂几句狠话，就多一些余地。 ????????                                            ", 2016-7-31 22:28,13,评论,19,人民微管家,E1rcqzHbk
2,"
                                                                                                    #身边感动#【水管爆裂 六旬抢修工四次扎进污水摸排仅露双腿】21日，江苏淮安某小区自来水管爆裂，由于场地有限，无法用设备抢修，61岁的抢修工王兆福顾不上浑浊不堪的污水，先后四次扎进污水里查找管道爆裂位置，及时恢复了正常供水。大家纷纷称赞这是见过的最美双腿 ????????                                            ", 2016-7-31 21:15,8,3,44,人民微管家,E1qINvde0
3,"
                                                                                                    #生活贴士#【家中水桶“吞”宝宝！这些冷门区域不得不防】有大人在家宝宝就不会溺水吗？no！no！no！……如今，一个脸盆淹死小宝宝已不再是笑话????！不仅是脸盆，水桶、鱼缸、洗衣机等冷门区域都成为溺水高发地。淘气的宝宝+大意的家长往往是意外发生的根源。那么该如何预防居家溺水？ ????????                                            ", 2016-7-31 20:11,2,1,3,人民微管家,E1qiObYu3
4,"
                                                                                                    #教育资讯#【高招本三高职批省控线今天公布 二阶段录取工作从明天开始】今天下午，第二阶段各批次省录取最低控制分数线即将公布。按照计划，文科类、理科类第三批录取本科院校8月1日—6日录取，高职(专科)院校8月9日—14日。其中，本三批次征求志愿填报时间为8月5日(9:00—15:00)。 ????????                                            ", 2016-7-31 16:39,2,1,5,人民微管家,E1oUL5XFi
5,"
                                                                                                    #气象提醒#【再忍一天 江苏大部分地区明起暂别高温】在经历了多日的高温炙烤后，气温终于要下降了！受今年第4号台风“妮妲”影响，一直盘踞在南方制造炎热的副热带高压将被“推”向北方。不过，淮河以南地区今明两天仍达35℃以上。后天，江苏全省将有降水，大范围、区域性高温天气将说再见。 ????????                                            ", 2016-7-31 14:50,4,3,6,人民微管家,E1ocw1SSL
6,"
                                                                                                    #民生直达#【洋奶粉不一定适合中国宝宝 7国19款奶粉抽检逾40%】19款热销的洋奶粉，有8个样品的铁、锰、碘、硒实测值不符合我国的食品安全标准。江苏检验检疫专家提醒，由于饮食习惯和食品结构的不同，婴幼儿奶粉的配方不可能做到全球通用，而如果想买适合中国宝宝的洋奶粉，可以通过正规进口渠道购买。 ????????                                            ", 2016-7-31 11:41,5,3,5,人民微管家,E1mXNu137
7,"
                                                                                                    #江苏播报#【中央第三环保督察组进驻江苏开展下沉督察】督察组进驻江苏工作以来，交办的环境信访问题已全部交付相关市县办理，截至7月25日12时，共办结219件，其中对110家企业责令整改，关停取缔46家，立案处罚162家，行政约谈65起，问责27人。O网页链接 ????????                                            ", 2016-7-31 10:04,5,评论,1,人民微管家,E1mkKeRyF
8,"
                                                                                                    #夜思#你拥有青春的时候，就要感受它。不要虚掷你的黄金时代，不要去倾听枯燥乏味的东西，不要设法挽留无望的失败，不要把你的生命献给无知、平庸和低俗。这些都是我们时代病态的目标，虚假的理想。活着！把你宝贵的内在生命活出来。什么都别错过。 ????????                                            ", 2016-7-30 22:28,13,评论,7,人民微管家,E1hLV9tYL
9,"
                                                                                                    #身边感动#【暖心！男子闯红灯被撞 交警全程陪护待救援】昨天，徐州一男子骑电动车闯红灯，被撞出数米远，倒在地上无法动弹。交警立即脱下警帽垫在伤者头部，不顾天气炎热，一直蹲在地上与男子对话，让他保持清醒，直到120到来。目前男子已无碍。高温天，他们依然在迎“火”而战↓请文明出行！ ????????                                            ", 2016-7-30 21:15,转发,3,7,人民微管家,E1hiiFulC
10,"
                                                                                                    #江苏播报#【李强出席江苏省全国双拥模范表彰大会】7月30日，江苏省召开表彰大会，隆重表彰我省新一轮全国双拥模范。省委书记李强强调，要深入学习领会习近平总书记系列重要讲话精神，坚持统筹经济建设和国防建设，推动双拥工作创新发展，不断巩固发展军政军民团结。 ????????                                            ", 2016-7-30 20:15,2,评论,赞,iPhone 6,E1gU8fdDQ
11,"
                                                                                                    #生活贴士#【快给你的五脏六腑洗洗澡】大白天犯困、常打嗝腹胀、脸上长痘痘……你在被这些问题折磨吗？这可能是五脏六腑提醒你：该给心肝脾肺肾“洗澡”啦！为了健康，快来对照看看哦！ ????????                                            ", 2016-7-30 20:06,18,1,6,人民微管家,E1gQinpJ4
12,"
                                                                                                    #民生直达#【郑徐高铁有望9月10日通车】好消息！郑徐高铁计划于9月10日开通。届时，郑州到徐州将首次开行高铁，最快约1小时30分钟。郑徐高铁开通初期，计划将开行46对高铁。南京到石家庄、太原也将首次有高铁到达。南京到郑州、西安最快分别只要3小时和5小时!来一场说走就走的旅行吧！ ????????                                            ", 2016-7-30 16:04,5,7,10,人民微管家,E1fg3EN0m
13,"
                                                                                                    #江苏播报#【太热！江苏“高温病”增多 血液中心A型O型血双双跌破5日警戒线】近日，江苏高温天气持续破纪录，炙热的天气导致了一系列高温并发症的出现。据了解，近几日医院车祸、胃肠道出血、心脑血管疾病、热射病等患者人数渐增，江苏省血液中心A型和O型库存已跌破5日警戒线。 ????????                                            ", 2016-7-30 11:30,1,评论,2,人民微管家,E1dsQ669H
14,"
                                                                                                    #即时关注#【高温天 小小“补习生”一天不敢歇】暑期对于很多的孩子们来说，他们的“第三学期”开始了。在南京，不少孩子们依然顶着烈日去补习机构补课，丝毫不敢放松。接送的重任多半落在老人的肩上。不少家长无奈表示，吃得了高温天的苦，“孩子开学能跟得上啊”。 ????????                                            ", 2016-7-30 10:35,7,4,3,人民微管家,E1d6w1f7j
15,"
                                                                                                    #江苏播报#【李强：努力建设科技强省 打造转型发展主引擎】7月29日，江苏省委、省政府召开全省科技创新大会。省委书记李强出席会议并讲话，强调要深入实施创新驱动发展战略，聚焦科技创新这个“核心的核心”用功发力，努力建设科技强省，打造江苏转型发展主引擎。O网页链接 ????????                                            ", 2016-7-30 09:16,7,2,6,人民微管家,E1cAzC5R6
16,"
                                                                                                    #夜思#一切都会过去，明天各人又将各奔前程。生命无所谓长短，无所谓欢乐哀愁，无所谓爱恨得失。一切都要过去，像那些花，那些流水。 —— 三毛 ????????                                            ", 2016-7-29 22:28,11,评论,11,人民微管家,E18lqiBRG
17,"
                                                                                                    #身边感动#【法医罗斌：忠诚源于信念 敬业乃因本色】罗斌是常州市公安局的一名法医。25年来，他参与侦破了数百起重大疑难案件。多年的劳累让罗斌的身体极度透支，他患上了甲状腺癌，在手术治疗二十几天后，他就不顾身体继续工作。他说：“开刀前就安排好的工作，不能因为我个人原因耽误大家的时间。” ????????                                            ", 2016-7-29 21:17,3,2,8,人民微管家,E17SBr8CQ
18,"
                                                                                                    #生活贴士#【高温下，如何预防中暑↓↓ 】高温下工作可以大量饮用温水或凉水，每小时饮用量500-1000ml，但不要直接饮用冰水防止胃肠道痉挛；如果运动量较大，可适量补充盐分和矿物质；注意休息，饮食要尽量清淡；体质虚弱的人不要做超出自己体能的运动，尤其是老人买菜、跳广场舞等活动应尽量减少。 ????????                                            ", 2016-7-29 20:11,8,评论,2,人民微管家,E17rPn8US
19,"
                                                                                                    #市县看点#【南京土地拍卖将网上交易】7月28日，南京市国土局网站上发布了关于南京市国有建设用地使用权中的8幅地块终止出让的公告。据悉，这是为下一轮土拍开始全面进入网拍时代做准备。业内人士分析认为，此举可以避免多家房企同时举牌，最终分不出谁先谁后，造成终止出让的尴尬。 ????????                                            ", 2016-7-29 17:32,1,1,1,人民微管家,E16pheovc
20,"
                                                                                                    #江苏播报#【江苏将建省市两级反诈骗中心】7月26日，江苏省打击治理通讯网络新型违法犯罪工作成员单位在淮安召开联席会议，要求从现在起全面开展省市两级反诈骗中心建设工作，9月底前合成办公。省公安厅要求全省公安机关今后接报通讯网络诈骗案件一律立为刑事案件，一律制作案件卷宗。 ????????                                            ", 2016-7-29 16:32,10,1,3,人民微管家,E160Vh3Ai
21,"
                                                                                                    #市县看点#【南通农产品出口领跑江苏】根据28日南通海关公布的数据显示，今年1-6月南通全市农产品出口达到3.18亿美元，同比增长14.1%，增幅高于全省12.3个百分点，出口额创历史新高，居江苏第一。 ????????                                            ", 2016-7-29 15:32,转发,评论,4,人民微管家,E15Czitn8
22,"
                                                                                                    #市县看点#【南京长江五桥建设获批复】国家发改委官网7月28日公布，支持南京江北新区建设，缓解过江交通压力，国家发改委批复同意建设南京长江第五大桥。路线起自南京市浦口区五里桥，接拟改建的江北大道，跨越长江主航道后，经梅子洲，下穿夹江，止于夹江南岸，接已建成的江山大街，全长约10.3公里。 ????????                                            ", 2016-7-29 14:32,7,9,3,人民微管家,E15edlhvL
