序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    发布了头条文章：《高温天用电，请您多些理解，电网工人真的在拼命》 °高温天用电，请您多些理解，电网工人真的在拼命 ????????                                            ", 2016-7-31 18:43,123,96,142,微博 weibo.com,E1pJbq95Z
2,"
                                                                                                    【央视报道新疆750千伏伊库线跨越天山，看电网员工技能高大上！】750千伏伊库线跨越天山，是我国750千伏输电线路首次跨越冰川和高山冻土区，线路全长353.7千米，全线共建设铁塔717基，树立在海拔800至3750米的高山区。工程预计将于今年10月建成。 L秒拍视频 . ????????                                            ", 2016-7-29 11:55,124,28,65,秒拍网页版,E14cJ7kBq
3,"
                                                                                                    发布了头条文章：《多地高温来袭 电网负荷屡创新高》 近日，我国华中、华东、西南地区出现大范围高温天气，受此影响，7月26日，全国日发电量达192.29亿千瓦时，创历史新高。从25日到27日，十省的用电负荷相继创历史新高。@国资小新 °多地高温来袭 电网负荷屡创新高 ????????                                            ", 2016-7-29 09:09,41,15,32,微博 weibo.com,E137fveur
4,"
                                                                                                    【国网新疆电力实施“两个替代”：上半年累计完成替代电量22.39亿千瓦时】国网新疆电力公司借助“一带一路”战略和中央援疆工作优势，以清洁能源消纳、清洁能源供暖、服务民生为重点，全面推进电能替代工作，上半年累计完成电能替代电量22.39亿千瓦时。目前，新疆新能源并网装机达2586.1万千瓦，占新疆 ????????...展开全文c                                            ", 2016-7-28 10:28,23,14,18,360安全浏览器,E0UcFiW21
5,"
                                                                                                    【中国有电历史】1882年7月26日，英国商人创办了中国第一家公用电业公司――上海电光公司，用一台容量为12千瓦发电机组正式为外滩大道上的15盏电灯供电，上海街市出现了中国最早的电灯。中国有商品电以来，到2016年已有134年历史了。@国资小新 ????????                                            ", 2016-7-26 16:18,53,23,49,360安全浏览器,E0DE0aTe3
6,"
                                                                                                    【上海、江苏、浙江电网负荷创历史新高】梅雨季节结束，高温天气接棒。7月20日开始，我国南方多省市气温不断升高，且高温范围不断扩大，拉动电网调度用电负荷猛增。7月22日，上海电网最高负荷达到2998万千瓦，江苏电网调度用电负荷达到8728万千瓦，浙江电网统调用电负荷达到6228万千瓦，均创历史新高。 ????????...展开全文c                                            ", 2016-7-25 14:19,27,31,27,360安全浏览器,E0tqZbTH9
7,"
                                                                                                    【北京“十三五”煤改电工程全面开工】目前，国网北京电力“十三五”首批412个村的煤改电工程已全部开工。今年采暖季前，国网北京电力将完成463个村22个街道18.9万户的煤改电工程。自2003年开始，国网北京电力已累计完成38.45万户煤改电工程，北京每个供暖季减少燃煤约115.4万吨。今年，北京新增的18.9 ????????...展开全文c                                            ", 2016-7-22 09:16,45,14,23,360安全浏览器,DFWD12QIM
8,"
                                                                                                    各位电动车粉们注意啦，温馨提示电动汽车用户在夏季汛期对充电设施使用的注意事项                                            ", 2016-7-21 17:54,115,30,3,360安全浏览器,DFQAH6jTi
9,"
                                                                                                    【电网员工全力应对新一轮强降雨】7月19日至7月20日，第六轮强对流天气袭击北京、天津、河北、山西、山东、湖北等地。国家电网所属各省电力公司充分准备，切实做好关键期防汛各项工作。国网北京市电力255支应急抢修队伍、3000余人驻扎全市各抢修驻地；山西省太原、晋中、忻州、阳泉等地多个城市发生严 ????????...展开全文c                                            ", 2016-7-21 11:02,23,17,30,360安全浏览器,DFNTw7Ufb
10,"
                                                                                                    【国网福建电力圆满完成抗击“尼伯特”台风任务 】7月16日22时，经过国网福建电力员工8天艰苦卓绝的鏖战，福建闽清县除不具备送电条件和因道路不通不具备抢修条件的几百户停电户外，99%停电户已恢复供电。至此，国网福建电力圆满完成了“尼伯特”电网抢修重建任务。7月9日，今年第1号强台风“尼伯特” ????????...展开全文c                                            ", 2016-7-21 10:30,128,50,54,360安全浏览器,DFNGqEcJS
