序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
685,"
                                                                                                    高温用电，请多一些理解。//@国家电网报:转发微博                                            ", 7月29日 21:12,转发,1,15,华为P9手机摄影再突破,FeFnDhVPG,0
686,"
                                                                                                    有些爱情很生活，有些情话很简单。                                            ", 7月29日 19:02,转发,2,3,Android客户端,FeEx0qipA,0
687,"
                                                                                                    【跟百岁老人攀亲，图个啥？】彭山自古以来就被称为“忠孝之邦，长寿之乡”。今年七月，国网眉山市彭山供电公司启动“攀亲百岁老人”志愿服务项目，志愿者们在当地民政部门和老龄委的支持下挨家走访全区所有百岁老人，为全区百岁老人建立亲情服务档案卡。下一步，志愿者们将根据百岁老人的详细情况，为 ????????...展开全文c                                            ", 7月29日 17:10,转发,评论,赞,Android客户端,FeDNnEKj1,0
688,"
                                                                                                    转发微博                                            ", 7月29日 16:51,转发,评论,7,Android客户端,FeDFBsiXZ,-1
689,"
                                                                                                    汗水生生刺痛的双眼； 被太阳晒得黝黑的皮肤；干了又湿，湿了又干的衣裳；裹满泥泞的裤腿；杆上杆下，暴风雨后的“急行军”，又打赢了一场18小时攻坚战。怎能不为你们点（7月28日下午6时许，经过国网眉山供电公司18小时高效抢修，眉山市境内因28日凌晨罕见9级大风和雷雨天气造成停运的35条10千伏线 ????????...展开全文c                                            ", 7月29日 10:47,转发,评论,2,Android客户端,FeBhQxvDB,0
690,"
                                                                                                    我们正在努力，全力恢复供电！                                            ", 7月28日 23:22,1,7,56,华为P9手机摄影再突破,FewNO9j1I,0
691,"
                                                                                                    #晚安#月近中天，抢修的电力工人们正在酣战。各位宝宝们休息吧，有电有空调，哪里都是春天。（图自网络） ????????                                            ", 7月28日 22:56,转发,评论,1,Android客户端,FewDrcpxl,0
692,"
                                                                                                    谢谢大家的理解和批评，给我们的支持和鞭策一样重要！                                            ", 7月28日 22:33,转发,评论,1,Android客户端,FewtSrXkZ,0
693,"
                                                                                                    【 深夜抢修】7月27日夜，简阳市简城镇正中街糖酒巷一条电力线路短路引发火灾。国网成都简州供电公司抢修人员第一时间赶到现场切断电源，灭火后抢修线路。深夜23：45，抢修人员汗如雨下，压接线头、连接表计.....经过一夜奋战，凌晨4：46，故障消除，该区域300余住户恢复供电。@电网头条????????????...展开全文c                                            ", 7月28日 14:22,转发,2,1,360安全浏览器,FetgJ2zAi,0
694,"
                                                                                                    #迎战高温# 7月27日23时20分，国网四川眉山供电公司抢修人员在眉山城区凤翔中路进行带电更换10千伏平乐线凤翔中路支线9号杆中相刀闸。7月27日 21:22 眉山电网负荷近15日第四次创新高。全靠空调救了我们的命，全靠他们救了空调的命啊！（黄峥摄） ??????@眉山发布 @眉山网 @眉山大小事 @眉山播报 ????????                                            ", 7月28日 13:03,1,评论,赞,iPhone 6s Plus,FesKDahfZ,0
695,"
                                                                                                    辛苦了，天府公司的小伙伴们。                                            ", 7月28日 11:55,转发,评论,2,360安全浏览器,FesiWkngn,0
696,"
                                                                                                    【遂宁公司千万资金砸“井”里等你来说值不值】遂宁作为全省重要的农业大市，国网遂宁供电公司义不容辞杠起“机井通电”的重任。立杆、拉线、建设新台区......遂电人用肩膀和双手，打通了农村机井的“动脉”。国网遂宁供电公司按时完成2017年“机井通电”建设任务，截止目前，遂宁公 ????????...展开全文c                                            ", 7月28日 11:54,转发,评论,4,360安全浏览器,FesiuAELi,0
697,"
                                                                                                    千辛万苦一度电，一度电来两斤汗                                            ", 7月28日 11:19,转发,评论,4,360安全浏览器,Fes4k4Ctb,0
698,"
                                                                                                    7月27日，国网宜宾供电公司受邀参加“宜宾市纪念建军90周年暨第六届双拥模范（先进）命名和‘五创’全国双拥模范城动员大会”，并荣获“爱国拥军模范单位”荣誉称号。@国家电网 @国家电网报 ????????                                            ", 7月28日 11:09,转发,评论,赞,360安全浏览器,Fes0g1Xsg,0
699,"
                                                                                                    桑拿天18米高空带电作业 致与太阳肩并肩的你_精彩图片_幻灯片_四川在线 O桑拿天18米高空带电作业 致与太阳肩并肩的你 ????????                                            ", 7月28日 10:56,2,3,1,百度分享,FerVcdUSg,0
700,"
                                                                                                    【夏天没有电怎么活？外力破坏是停电的一大元凶！】国网绵阳供电公司联合绵阳市公安局组成联合检查组，对变电站周边等存在电力设施外力破坏的安全隐患进行整治。联合检查组对辖区变电站周边环境进行认真检查和安全性评估，针对变电站附近存在的安全隐患进行分析，并责令相关人员进行整改，为变电站设备 ????????...展开全文c                                            ", 7月28日 10:34,1,10,2,360安全浏览器,FerM2zIdU,0
701,"
                                                                                                    为了百姓，受点委屈，还是值得。                                            ", 7月28日 09:43,1,评论,10,360安全浏览器,FerrBv0L7,0
702,"
                                                                                                    别怪小编唠叨，还是要婆婆念：注意用电安全。                                            ", 7月28日 08:57,转发,评论,7,Android客户端,Fer8YmDAZ,0
703,"
                                                                                                    #晚安#安心睡吧，他们还在守护您的一片清凉。 ????????                                            ", 7月27日 23:47,转发,1,5,Android客户端,FenxJfN9s,0
704,"
                                                                                                    夜半，并未结束一天的战斗。他们还在抢修。                                            ", 7月27日 23:35,转发,评论,4,Android客户端,FensUy4qe,0
705,"
                                                                                                    #火盆烧烤# 截至2017年7月27日22:00，成都市用电最大1123万千瓦（历史最高1103.9万千瓦），天府电网用电最大186.6万千瓦（历史最高176.1万千瓦），眉山市用电最大168.5万千瓦（历史最高164.93万千瓦），南充市用电最大172.14万千瓦（历史最高168.8万千瓦），泸州市用电最大143.77万千瓦（历史最高142.5 ????????...展开全文c                                            ", 7月27日 23:11,转发,评论,赞,Android客户端,FeniYqLI0,0
706,"
                                                                                                    连击！21:30，四川电网负荷3301.9万，再创历史新高。 ????????                                            ", 7月27日 23:07,转发,6,3,Android客户端,FenhfrfHR,0
707,"
                                                                                                    成都骄傲，四川骄傲，国网骄傲。                                            ", 7月27日 22:08,转发,评论,4,Android客户端,FemTrsU2z,0
708,"
                                                                                                    #火盆烧烤#快报：今日21:15，四川电网负荷达3287.6万千瓦，创历史新高！@成都气象????@电网头条????@新浪四川????@国家电网????@国家电网报????@华西都市报????@四川发布????@四川日报 ????????                                            ", 7月27日 21:54,6,评论,4,Android客户端,FemNTt3Es,0
709,"
                                                                                                    热辣天府。                                            ", 7月27日 17:25,转发,1,2,Android客户端,Fel2F8E04,0
710,"
                                                                                                    滚烫的电网也急需降降温了。                                            ", 7月27日 16:45,转发,评论,1,Android客户端,FekMhunsb,0
711,"
                                                                                                    半小时抢修圈。                                            ", 7月27日 16:37,转发,评论,5,Android客户端,FekIUzSPS,0
712,"
                                                                                                    为了千家万户平安，求大家安全用电。                                            ", 7月27日 16:35,转发,评论,3,Android客户端,FekIpize5,0
713,"
                                                                                                    #迎战高温# 27日，成都电网用电负荷达到1123万千瓦，创下历史新高（原纪录是1103.9万千瓦），同时我省巴中、广安、南充、自贡、天府新区、广元泸州等地电网均在今天创下当地用电负荷的新高。国网四川电力正在采取多种举措保障全省供电。@电网头条 @华西都市报 @四川发布 @四川日报 @四川经济日报 ????????                                            ", 7月27日 16:12,1,9,2,专业版微博,Fekz6eAaZ,0
714,"
                                                                                                                                                ", 7月27日 14:30,转发,1,11,华为P9手机摄影再突破,FejTy6p2e,-1
715,"
                                                                                                    #高温酷暑# 7月27日，四川广元地区最高用电负荷达892.18MW，创历史新高，当地电力工人抢修业务量大增，白天+黑夜，工作服一天湿很多遍。@华西都市报????@国网广元供电公司????@国家电网 ????????                                            ", 7月27日 14:29,1,1,2,华为P9手机摄影再突破,FejThvRAC,0
716,"
                                                                                                    #机井通电#自从简阳市踏水镇团柏村的机井通上了电，困扰钟时先的灵芝养殖用水问题就彻底解决了。四川省机井通电工程提前半年完工，5000余眼机井通上了动力电，40多万亩农田受益。（图：陈翔） ????????                                            ", 7月27日 10:03,转发,13,赞,专业版微博,Fei8XBzBq,0
717,"
                                                                                                    #高温酷暑# 气温38摄氏度，烈日当头，国网泸州供电公司电力工人在110千伏河西变电站对变电站设备进行“体检”。@华西都市报????@央视新闻????@界面 ????????                                            ", 7月26日 16:04,1,2,3,华为P9手机摄影再突破,Feb5e98pS,0
718,"
                                                                                                    桑拿天何时能结束？                                            ", 7月26日 12:12,转发,评论,3,华为P9手机摄影再突破,Fe9yU48PQ,0
719,"
                                                                                                    冠军属于中国！                                            ", 7月26日 10:00,转发,评论,374,360安全浏览器,Fe8Hk96uF,0
720,"
                                                                                                    你不要骗我！                                            ", 7月26日 09:55,转发,评论,145,360安全浏览器,Fe8FuD6o3,0
721,"
                                                                                                    #祝中国电力生日快乐#1882年7月26日，上海第一台12千瓦机组发电，外滩6.4公里的大道上，15盏电弧灯点亮了。这一天是我国电力工业的诞生日。今天是中国电力工业的135岁生日，更是全体电力人共同的“生日”！如今，中国电力已经变成了领跑者，更是一张亮丽的名片。@中国电力报 ????????                                            ", 7月26日 09:52,转发,评论,2,360安全浏览器,Fe8E3r3Td,0
722,"
                                                                                                    早上6点20就开工了！                                            ", 7月25日 18:10,转发,评论,6,华为P9手机摄影再突破,Fe2tUiUVg,0
723,"
                                                                                                    转发微博                                            ", 7月25日 15:23,转发,评论,11,360安全浏览器,Fe1o6lXa8,-1
724,"
                                                                                                                                                ", 7月25日 14:13,转发,1,12,华为P9手机摄影再突破,Fe0VGgVdt,-1
725,"
                                                                                                    #高温酷暑# 夜幕下的守护者：你的命是空调给的，空调的命真的是他们给的。25日凌晨，国网广元供电公司电力工人紧急抢修一处供电故障。@国网广元供电公司????@华西都市报????@电网头条 ????????                                            ", 7月25日 14:13,1,1,1,华为P9手机摄影再突破,Fe0VsF4v1,0
726,"
                                                                                                    看到老奶奶，小编默默丢下了手中的鸡腿。。。                                            ", 7月25日 11:31,转发,评论,82,360安全浏览器,FdZRX9may,0
727,"
                                                                                                    大白杨，你认真起来他们都会怕的，加油！                                            ", 7月25日 11:23,转发,评论,12970,360安全浏览器,FdZONx5Jr,0
728,"
                                                                                                    #高温酷暑# 炎炎夏日，空调救了你的命，而他们救了空调的命。这就是他们的夏天打开方式！（图为国网眉山供电公司电力工人带电作业。黄峥摄）@四川经济日报 @四川发布@华西都市报 @四川日报 @中国电力新闻网 ????????                                            ", 7月25日 11:14,1,2,5,360安全浏览器,FdZKX6bXE,0
729,"
                                                                                                    #迎峰度夏# 24日，成都简阳，暴雨导致当地配网供电设备故障，7000余户停电，国网成都简州供电公司第一时间组织人员开展抢修，当天就恢复了所有用户的供电。（陈翔）@国网成都供电公司 @国家电网 ????????                                            ", 7月25日 10:45,转发,评论,赞,专业版微博,FdZzh894M,0
730,"
                                                                                                    #迎战高温# 35℃的天气里穿上羽绒服在阳光下晒是什么感觉？那就是带电作业的感觉。图为国网乐山供电公司电力工人带电作业的场景，在不停电的情况下处理故障，只能选择带电作业。@电网头条 @四川经济日报 @国家电网 @四川发布 ????????                                            ", 7月25日 08:53,2,评论,1,360安全浏览器,FdYPFBiYv,0
731,"
                                                                                                                                                ", 7月25日 08:45,1,评论,29,360安全浏览器,FdYMl1xfr,-1
732,"
                                                                                                    #迎战高温# 23日，国网遂宁供电公司电力工人顶着35C°的高温抢修故障电缆。（唐洪武） ????????                                            ", 7月25日 08:38,转发,评论,3,360安全浏览器,FdYJK2os5,0
733,"
                                                                                                    #迎战高温# 国网雅安电力（集团）公司电力工人抢修10千伏铜龙线故障，保障居民用电（陈义伟） ????????                                            ", 7月24日 12:16,转发,评论,赞,华为P9手机摄影再突破,FdQJyD3xE,0
734,"
                                                                                                    #三伏天来了# #迎峰度夏# 自贡。                                            ", 7月24日 12:08,转发,评论,3,华为P9手机摄影再突破,FdQGch8Kv,0
735,"
                                                                                                    #迎峰度夏# #三伏天来了#                                            ", 7月24日 12:06,转发,评论,赞,华为P9手机摄影再突破,FdQFudffz,0
736,"
                                                                                                    #迎峰度夏#????带电作业是啥？为不中断供电，中午1点，气温35℃，国网德阳供电公司电力工人带电作业处理位于该市的一处电网故障。小编心疼：这衣服不知湿透了几遍？@国家电网????@华西都市报????@央视新闻????@国网德阳供电公司 ????????                                            ", 7月24日 11:45,2,评论,赞,华为P9手机摄影再突破,FdQwR7wJ2,0
737,"
                                                                                                    #迎峰度夏# 夜幕下的坚守：23日21时，国网广元供电公司电力工人正在抢修广元市南河刨花板厂附近的故障电缆。（李恒惠）@国家电网????@成都地铁????@国网广元供电公司 ????????                                            ", 7月24日 11:28,1,评论,1,华为P9手机摄影再突破,FdQq9CsuX,0
738,"
                                                                                                    #迎战高温# 烈日下，国网泸州供电公司电力工人正在10千伏新雅线抢修供电故障。（马宁果）@四川发布????@华西都市报????@电网头条????@国家电网 ????????                                            ", 7月24日 11:26,1,评论,2,华为P9手机摄影再突破,FdQpoCUM2,0
739,"
                                                                                                    #早安，新的一天#“川电工匠”——王波 他是2017年成都市五一劳动奖章的获得者。作为创新工匠，他主持开发了四项创新成果，其中农业排灌科技改造获成都公司科技成果三等奖，业扩时限管理控制系统获成都公司职工创新优秀成果三等奖，户表接线检测仪获国网公司第二届青创赛“营销工器具革新奖”，并取得 ????????...展开全文c                                            ", 7月24日 08:40,转发,评论,1,微博 weibo.com,FdPjXcMX0,0
740,"
                                                                                                    怒江天梯——向建设者和传播者致敬 ????????                                            ", 7月21日 15:21,转发,评论,1,微博 weibo.com,FdpF2t8zW,0
741,"
                                                                                                    《惟改革者进 惟创新者强 》 国家电网公司2017年上半年工作述评。                                            ", 7月21日 10:57,转发,评论,2,微博 weibo.com,FdnVTazFg,0
742,"
                                                                                                    发布了头条文章：《无人机“孤岛”救人 》 @国家电网 @电网头条 @央视新闻 @四川经济日报 @四川发布 @新浪四川 °无人机“孤岛”救人 ????????                                            ", 7月21日 09:02,转发,1,1,微博 weibo.com,FdnbAcAFU,0
743,"
                                                                                                    #早安，新的一天#“川电工匠”——邱中华他作为技术负责人完成国内首次3100米海拔高度特高压直流带电作业、国内首次特高压共用接地极极址带电作业等。他参编了15项专业技术标准由省公司发布实施，获得个人专利授权16项，省公司及以上创新奖励12项。 ????????                                            ", 7月21日 08:49,转发,评论,4,微博 weibo.com,Fdn61o2xh,0
744,"
                                                                                                    不容易。@电网头条 @四川经济日报 @国网成都供电公司 @央视新闻 @华西都市报 @四川发布 @成都发布                                            ", 7月20日 16:07,转发,评论,2,360安全浏览器,Fdgxq2ciT,0
745,"
                                                                                                    【高温天气里的劳动者】气温35℃，四川简阳市踏水镇团柏村，国网成都简州供电公司电力工人铺设电缆，为村民抗旱供电。（陈翔） ????????                                            ", 7月20日 16:06,2,4,2,专业版微博,FdgwUs2Lm,0
746,"
                                                                                                    不同寻常的上班路9658级天梯，敢不敢跟我走一回？请看央视播报~                                            ", 7月20日 14:58,转发,评论,8,微博 weibo.com,Fdg5ohvWF,0
747,"
                                                                                                    【私拉乱接窃电 被罚3000多元】为了自己的用电安全，切勿私拉乱接窃电。7月18日，四川雅安宝兴县供电公司用电检查组在灵关镇大沟三组一农户杨某的院门外，组长余红严发现位于该户房檐下表前进户线有私自接分线的情况，让摄像的同事赶快取证。“老汪，快看，上面进户线那个旮旯里分了两根线出来， ????????...展开全文c                                            ", 7月20日 11:15,转发,评论,2,微博 weibo.com,FdeCHBAkl,0
748,"
                                                                                                    发布了头条文章：《在38℃下抢修》 [阳光][阳光][阳光]@国家电网 @电网头条 @国网成都供电公司 @天府新区供电公司 @国网攀枝花供电公司 @国网自贡供电公司 °在38℃下抢修 ????????                                            ", 7月20日 11:03,1,评论,赞,微博 weibo.com,Fdey52bIu,0
749,"
                                                                                                    科普贴：记住几个危险点，孩子暑假不触电！                                            ", 7月20日 09:36,转发,评论,3,微博 weibo.com,FddYvqs3e,0
750,"
                                                                                                    #早安，新的一天#“川电工匠”——徐跃刚他18年来一直坚守在配电工程一线，完成组立10千伏及低压电杆15000余基，完成10千伏及低压线路架设1350余公里。发明的挖坑竖杆一体机，获得眉山市总工会“金点子”一等奖、国网四川省电力公司工人技术创新三等奖、国网四川省电力公司QC质量一等奖，国网四川省电 ????????...展开全文c                                            ", 7月20日 08:41,转发,评论,2,微博 weibo.com,FddCl99HS,0
751,"
                                                                                                    绿水青山，泛舟吃饭……这么诗意的画面                                            ", 7月19日 17:01,转发,评论,5,微博 weibo.com,Fd7sScIsM,0
752,"
                                                                                                    14日晚，国网成都郫都供电公司安靖供电所共产党员服务小分队队员，正在专注的对此处烧坏的下户线进行抢修。附近急着用电的群众，全部守在抢修现场旁边，看着电力工人抢修，像不像一幅【观看坝坝电影】的场景。19分钟，员工邱乐军就像坝坝电影的主角，在群众的围观下，麻利的处理完这次故 ????????...展开全文c                                            ", 7月19日 16:46,转发,评论,1,微博 weibo.com,Fd7mNsGT2,0
753,"
                                                                                                    【电力足 包子香】7月16日国网遂宁供电公司共产党员服务队，为万隆路射洪县荣富餐饮有限公司邓包子总店更换了表计后出线，将以前较小容量的电线换成了10平方的铜芯线，彻底解决了包子店因用电负荷过重开关经常跳闸的问题。老板可以放心蒸包子啦~ ????????                                            ", 7月19日 16:40,转发,评论,3,微博 weibo.com,Fd7kamXRj,0
754,"
                                                                                                    7月14日一早，国网丹棱县供电公司张场供电所会同张场镇政府安全生产办公室，深入辖区村组、农户家中，扎实开展【农村“户保”专项整治行动】。此举是为进一步提升农村安全用电水平，力争农村“户保”安装率和投运率达100%，有效降低人身触电事故，减少因漏电引起的电气火灾、电气设备损坏事故的发生， ????????...展开全文c                                            ", 7月19日 11:34,转发,评论,1,微博 weibo.com,Fd5k7zCny,0
755,"
                                                                                                    #早安，新的一天#“感动川电”员工——乐鸿她从2003年开始，15年坚持义务开办“涤心堂”儿童读经班、“好太太”读经班、六和敬书院等弘扬优秀传统文化。坚持到“川电留守学生之家”为师生讲学，到社区、学校举办公益讲座100余场、义务讲学500余堂，免费发放国学书籍7000余册，教授学员3万多人次。 ????????                                            ", 7月19日 08:35,转发,评论,1,微博 weibo.com,Fd49Dsx5t,0
756,"
                                                                                                    发布了头条文章：《机井通电 万亩农田不再靠天》 @国家电网 @电网头条 @国网成都供电公司 °机井通电 万亩农田不再靠天 ????????                                            ", 7月18日 15:53,转发,评论,赞,微博 weibo.com,FcXAzqOl0,0
757,"
                                                                                                                                                ", 7月18日 10:14,转发,评论,18,微博 weibo.com,FcVn9zFe2,-1
758,"
                                                                                                    #早安，新的一天#“感动川电”员工——杨奇国作为广元公司派驻朝天区新山村的“第一书记”，他把脱贫攻坚作为首要任务。修建人畜饮水项目、老年日间照料中心、山坪塘。引进跑山鸡、红心猕猴桃等造血产业，打造800亩四季果园。通过电商平台和实体店结合，搭建销售平台，全力保障村民脱贫致富。 ????????                                            ", 7月18日 08:38,1,评论,赞,微博 weibo.com,FcUKiEwSS,0
759,"
                                                                                                    【第一现场】广元青川4.9级地震 当地电网安然无恙????????????????7月17日6时55分，在四川广元市青川县（北纬32.38度，东经105.36度）发生4.9级地震，震源深度21千米，广元市震感明显。地震未造成当地电网设备设施受损、人员伤亡和停电情况，当地电网运行正常，电力供应有序。　　地震发生后，国网四川省电力 ????????...展开全文c                                            ", 7月17日 15:31,转发,评论,赞,微博 weibo.com,FcO1us3HO,0
760,"
                                                                                                    转发微博                                            ", 7月17日 14:19,转发,评论,17,微博 weibo.com,FcNyclvTC,-1
761,"
                                                                                                    #早安，新的一天#“感动川电”员工——陈自彬2015年7月，他临危受命担任国网四川白玉县供电公司总经理。白玉公司内部基础薄弱、外部环境恶劣，线损率高达60%。他从降损增效着力，增加自发电量、狠抓电费回收，无数次深入水电站一线、居民、寺庙，确保电费颗粒归仓。 ????????                                            ", 7月17日 08:43,1,1,1,微博 weibo.com,FcLlNFxW7,0
762,"
                                                                                                    转发微博                                            ", 7月14日 15:03,转发,2,5,微博 weibo.com,Fclyt7tQj,-1
763,"
                                                                                                    发布了头条文章：《【第一现场】暴风骤雨袭成都 彻夜鏖战送光明 》@国家电网 @电网头条 @四川经济日报 @成都商报 @国网成都供电公司 @天府新区供电公司 °【第一现场】暴风骤雨袭成都 彻夜鏖战送光明 ????????                                            ", 7月14日 14:02,转发,6,1,微博 weibo.com,Fcl9OuCdO,0
764,"
                                                                                                    #早安，新的一天#“感动川电”员工——王涛他从技术员到藏中联网工程包11项目经理，带领团队驻守西藏八宿480天，用坚实的脚步穿行海拔3500米以上、含氧量仅为67%的无人区累计1200公里，筑道路、架索道，确保项目全面领先。如今，面对“三超一高”，他依然豪迈跨越，电力天路将见证他青春的誓言！ ????????                                            ", 7月14日 08:51,1,评论,1,微博 weibo.com,Fcj7g0PSS,0
765,"
                                                                                                    【夜已深????抢修还在进行】7月13日，因雷雨大风天气，树木倒伏、异物挂线、雷击等造成主城区配网线路故障停电35条次。国网成都供电公司立即启动应急预案，迅速调集应急抢修物资，出动1000余人的抢修队伍，全面展开故障修复工作。截至13日24时，还剩余12条线路尚未恢复，还未来电的朋友们，请你们再多一 ????????...展开全文c                                            ", 7月14日 00:44,1,11,1,微博 weibo.com,FcfVFebm2,0
766,"
                                                                                                    今日，因雷雨大风天气，树木倒伏、异物挂线、雷击等造成城区配网线路故障停电35条次。国网成都供电公司立即出动千余人的抢修队伍，展开故障修复工作，截至21:00，已成功恢复12条线路正常供电，剩余线路也将彻夜抢修，尽快恢复。 ????????                                            ", 7月13日 21:27,1,16,1,微博 weibo.com,FceDI2zD4,0
767,"
                                                                                                    转发微博                                            ", 7月13日 21:19,转发,评论,2,微博 weibo.com,FceAE3fOU,-1
768,"
                                                                                                    发布了头条文章：《【迎战高温】苦战酷暑天 清凉千万家 》 [阳光][阳光][阳光]@国家电网 @电网头条 @四川经济日报 @成都商报 @国网成都供电公司 @天府新区供电公司 @国网攀枝花供电公司 @国网自贡供电公司 @国网德阳供电公司 °【迎战高温】苦战酷暑天 清凉千万家 ????????                                            ", 7月13日 10:33,3,1,3,微博 weibo.com,Fcamt0DD6,0
769,"
                                                                                                    #早安，新的一天#“感动川电”员工——杨林三年援藏，他16次进驻海拔4200多米的石渠县，长期行走在无人区采写新甘石、川藏联网、藏中联网工程的施工现场。在西藏昌都、米堆冰川，他从海拔2600米到5300米的工程建设施工点，他靠“爬”行走在60多度的陡坡，用镜头记录国网员工建设联网工程的艰辛场景。 ????????                                            ", 7月13日 08:50,1,1,1,微博 weibo.com,Fc9GEnbMZ,0
770,"
                                                                                                    #迎峰度夏#7月11日，据省天气预报监测，眉山气温高达38度，勇夺全省第一名。“迎峰度夏”攻坚战已正式进入攻坚阶段。[阳光]23时11分，眉山电网网供最大负荷再刷记录，高达162.5万千瓦，全日电量高达33961.6万千瓦时，预计后期将再创新高。“我们经受住了这一高温考验。今年公司启动‘三降五提升’工作 ????????...展开全文c                                            ", 7月12日 16:48,转发,1,赞,微博 weibo.com,Fc3o1y8Mx,0
771,"
                                                                                                    #迎峰度夏#7月11日，是今年首个高温橙色预警第二天，根据国网成都供电公司电力调度控制中心的数据，当天下午4点14分，成都电网负荷在今年首次突破千万大关，达到1067.7万千瓦（包括天府新区、简阳），逼近历史最高负荷1103.9万千瓦。据了解，为保证夏季成都电网的安全稳定运行，在负荷高峰来临前，成都 ????????...展开全文c                                            ", 7月12日 15:50,转发,1,2,微博 weibo.com,Fc30x5V3H,0
772,"
                                                                                                                                                ", 7月12日 14:57,转发,评论,14,微博 weibo.com,Fc2ESFLBH,-1
773,"
                                                                                                    【国网川电视频】有着34年党龄的他已近退休，可以离开一线工地，可是高原的电力建设他放心不下，高原的青年学徒他放心不下。59岁的顾伟就再次踏上了高原的路，来到了电力建设一线，为着他热爱的电力事业，再次奉献自己的力量！向老党员学习@国家电网 @电网头条 @四川经济日报 @成都商报????????????...展开全文c                                            ", 7月12日 14:43,转发,评论,1,秒拍网页版,Fc2ziiw08,0
774,"
                                                                                                    #迎峰度夏#随着气温持续攀升，高温橙色预警信号的确认，电力电网正式迎来迎峰度夏的高温考验。[阳光]为了维护夏季用电秩序稳定，我们在此呼吁：请广大工业企业积极配合，调整生产经营安排，避峰用电、让电于民；请各办公场所、商业场馆等统一调高空调设置温度至26度以上，尽可能减轻电网负担；请广大客 ????????...展开全文c                                            ", 7月12日 10:15,5,1,2,微博 weibo.com,Fc0OrhLcA,0
775,"
                                                                                                    #早安，新的一天#“感动川电”员工——罗艳??????罗艳的爱人在1992年因公致残，被连续7次下达病危通知。面对灾难，罗艳和爱人不向命运低头，不向困难屈服，演绎了一段如歌如泣的生死恋情。25年来她悉心照顾家中老人和丈夫、女儿，每逢假期还会走进社区，为残障人士等弱势群体志愿服务，用大爱传递温暖。 ????????                                            ", 7月12日 08:47,转发,评论,2,微博 weibo.com,Fc0eN1T7I,0
776,"
                                                                                                    藏中联网，云端上的电网天路！ @国网成都供电公司 @国网自贡供电公司 @天府新区供电公司 @国网攀枝花供电公司 @四川经济日报 @成都商报                                            ", 7月11日 14:45,转发,评论,22,微博 weibo.com,FbT9syt5Q,0
777,"
                                                                                                    发布了头条文章：《川渝三通道投运背后的故事》 一根导线，一个故事；一基铁塔，一种精神。备受关注的川渝电网第三通道500千伏输变电工程于6月26日竣工投运，在这8个月的艰苦奋战背后，又有着哪些令人动容的故事呢？@国家电网 @电网头条 @四川经济日报 @成都商报 @国网成都供电公司 @天府新区供电公司????????????...展开全文c                                            ", 7月11日 14:41,1,评论,3,微博 weibo.com,FbT7TzTCH,0
778,"
                                                                                                    【藏中一线】藏中联网 架起高原电力“大动脉”请看央视播报~~@国家电网 @电网头条 @四川经济日报 @成都商报 @国网成都供电公司 @天府新区供电公司 @国网自贡供电公司 @国网攀枝花供电公司 @国网德阳供电公司 L秒拍视频 ????????                                            ", 7月11日 09:02,5,1,9,秒拍网页版,FbQUB4IhM,0
779,"
                                                                                                    #早安，新的一天#“感动川电”员工——邱波他主动请缨援建四川藏区石渠县，克服了严重的高原反应，带领14人的运维班投入到“电力天路”“电亮藏区”工程高强度建设中，半年验收投运变电站6座。一年援建期满后，他主动申请延长至三年，连续三年春节，他以身作责坚守在石渠，保障了春节期间可靠供电。 ????????                                            ", 7月11日 08:46,1,评论,1,微博 weibo.com,FbQNRz9c8,0
780,"
                                                                                                    为点亮高原的建设者们点赞！                                            ", 7月10日 14:19,转发,评论,98,微博 weibo.com,FbJyDoqxD,0
781,"
                                                                                                    你会来工地看我吗？ 雪域高原的又一条电力天路，藏中联网工程正在直播~！ @国家电网 @电网头条 @四川经济日报 @成都商报 @国网成都供电公司 @天府新区供电公司 @国网自贡供电公司 @国网攀枝花供电公司 @国网德阳供电公司                                            ", 7月10日 10:27,2,1,2637,微博 weibo.com,FbI2suf6P,0
782,"
                                                                                                    #早安，新的一天#“感动川电”员工——邱中华他是“电力蜘蛛侠”，是带电作业技术尖兵。六年来，他进入强电场参与带电作业108次，避免停电经济损失近6亿元，研发带电作业工器具23项，取得国家实用新型专利16项。他和他的团队完成了10余项技术突破，填补了超特高压领域多项带电作业技术空白。 ????????                                            ", 7月10日 08:42,转发,1,2,微博 weibo.com,FbHlMj0on,0
783,"
                                                                                                    云端上的天路，正在直播！                                            ", 7月9日 10:43,转发,评论,3571,iPhone 6,FbyIfF6up,0
784,"
                                                                                                    云端上的天路 致敬创造奇迹的劳动者，请看央视播报～                                            ", 7月8日 10:19,转发,评论,107,iPhone 6,Fbp820Hc4,0
785,"
                                                                                                    《国家电网报》：高高的青杨树??????作者：夏世平????????????????????我是树——　　高高的青杨树，　　一棵棵、一丛丛、一片片，...展开全文c                                            ", 7月7日 16:57,转发,1,1,微博 weibo.com,Fbijr2A2p,0
786,"
                                                                                                    电力天路上的云间“天梯”@国家电网 @电网头条 @四川经济日报 @国网陕西电力 @成都商报 @国网攀枝花供电公司 @国网自贡供电公司 @国网成都供电公司 L秒拍视频 ????????                                            ", 7月7日 15:26,40,3,5,秒拍网页版,FbhIm4kiC,0
787,"
                                                                                                    城里的电杆和电线都去哪儿了？                                            ", 7月7日 15:21,转发,评论,10,微博 weibo.com,FbhGrgJxY,0
